time,sat,sensor,channel,ndata,npred,pred_id,param0,param,predmean,predxcov_1,predxcov_2,predxcov_3,predxcov_4,predxcov_5,predxcov_6
20210317_090000,5,15,3,262,5,0,0.3348,0.3422,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_090000,5,3,9,154,5,10,-0.07827,-0.07796,-0.1737,0.0,-0.03066,0.4072,0.0145,0.2826,
20210317_090000,5,3,9,154,5,9,-0.03493,-0.03599,-0.3859,0.0,-0.104,0.02945,0.4096,0.0145,
20210317_090000,5,3,9,154,5,8,-0.1498,-0.1503,-0.1573,0.0,-0.03941,0.6859,0.02945,0.4072,
20210317_090000,5,3,9,154,5,1,0.2458,0.2457,-0.8738,0.0,0.07663,-0.03941,-0.104,-0.03066,
20210317_090000,5,3,9,154,5,0,-0.2884,-0.2884,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_090000,5,3,8,154,5,10,-0.1141,-0.115,-0.1737,0.0,-0.03066,0.4072,0.0145,0.2826,
20210317_090000,5,3,8,154,5,9,-0.03441,-0.03595,-0.3859,0.0,-0.104,0.02945,0.4096,0.0145,
20210317_090000,5,3,8,154,5,8,-0.1066,-0.1069,-0.1573,0.0,-0.03941,0.6859,0.02945,0.4072,
20210317_090000,5,3,8,154,5,1,0.07912,0.08064,-0.8738,0.0,0.07663,-0.03941,-0.104,-0.03066,
20210317_090000,5,3,8,154,5,0,-0.0909,-0.0916,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_090000,5,3,7,69,5,9,-0.02901,-0.02671,-0.3859,0.0,-0.104,0.02945,0.4096,0.0145,
20210317_090000,3,3,9,26,5,0,0.09992,0.1011,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_090000,3,3,8,26,5,9,-0.03308,-0.03322,-0.5634,0.0,0.04784,0.1989,0.3221,0.1565,
20210317_090000,209,3,8,81,5,10,-0.1454,-0.1447,0.08795,0.0,0.044,0.1582,0.2356,0.1409,
20210317_090000,209,3,8,81,5,9,-0.04535,-0.04611,-0.5384,0.0,0.07854,0.2848,0.4054,0.2356,
20210317_090000,209,3,8,81,5,8,-0.04904,-0.04671,0.3725,0.0,0.05797,0.231,0.2848,0.1582,
20210317_090000,209,3,8,81,5,1,-0.02483,-0.02834,-1.147,0.0,0.02748,0.05797,0.07854,0.044,
20210317_090000,209,3,8,81,5,0,-0.1295,-0.1262,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_090000,209,3,7,27,5,10,-0.01341,-0.01422,0.08795,0.0,0.044,0.1582,0.2356,0.1409,
20210317_090000,209,3,7,27,5,9,0.2854,0.285,-0.5384,0.0,0.07854,0.2848,0.4054,0.2356,
20210317_090000,3,3,8,26,5,10,0.01608,0.01644,-0.05577,0.0,0.05318,0.2453,0.1565,0.1567,
20210317_090000,209,3,7,27,5,1,-0.04361,-0.04228,-1.147,0.0,0.02748,0.05797,0.07854,0.044,
20210317_090000,209,3,7,27,5,0,-0.1776,-0.1789,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_090000,209,3,6,26,5,10,-0.01285,-0.01287,0.08795,0.0,0.044,0.1582,0.2356,0.1409,
20210317_090000,209,3,6,26,5,9,0.0653,0.0654,-0.5384,0.0,0.07854,0.2848,0.4054,0.2356,
20210317_090000,209,3,6,26,5,1,0.02397,0.02421,-1.147,0.0,0.02748,0.05797,0.07854,0.044,
20210317_090000,209,3,6,26,5,0,-0.5952,-0.5954,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_090000,209,3,6,26,5,8,-0.09541,-0.09557,0.3725,0.0,0.05797,0.231,0.2848,0.1582,
20210317_090000,209,3,7,27,5,8,-0.06724,-0.06839,0.3725,0.0,0.05797,0.231,0.2848,0.1582,
20210317_090000,3,3,8,26,5,8,0.06328,0.06394,0.005048,0.0,0.109,0.488,0.1989,0.2453,
20210317_090000,3,3,8,26,5,1,-0.03699,-0.03815,-1.054,0.0,0.03743,0.109,0.04784,0.05318,
20210317_090000,3,3,7,10,5,10,-0.05891,-0.05883,-0.05577,0.0,0.05318,0.2453,0.1565,0.1567,
20210317_090000,3,3,7,10,5,9,-0.006839,-0.006763,-0.5634,0.0,0.04784,0.1989,0.3221,0.1565,
20210317_090000,3,3,7,10,5,8,-0.1015,-0.1013,0.005048,0.0,0.109,0.488,0.1989,0.2453,
20210317_090000,3,3,7,10,5,1,0.1264,0.1264,-1.054,0.0,0.03743,0.109,0.04784,0.05318,
20210317_090000,3,3,7,10,5,0,-0.181,-0.181,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_090000,3,3,6,10,5,10,0.0008798,0.001237,-0.05577,0.0,0.05318,0.2453,0.1565,0.1567,
20210317_090000,3,3,6,10,5,9,-0.01909,-0.01886,-0.5634,0.0,0.04784,0.1989,0.3221,0.1565,
20210317_090000,3,3,6,10,5,8,0.01253,0.01307,0.005048,0.0,0.109,0.488,0.1989,0.2453,
20210317_090000,3,3,6,10,5,1,0.01039,0.009727,-1.054,0.0,0.03743,0.109,0.04784,0.05318,
20210317_090000,3,3,8,26,5,0,0.2748,0.2761,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_090000,3,3,6,10,5,0,0.03455,0.03527,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_120000,523,73,14,18,6,1,-0.3835,-0.3821,-1.146,0.0,0.05021,-0.02823,0.04714,0.1391,0.1332
20210317_120000,523,73,12,18,6,10,-0.2585,-0.2573,1.462,0.0,0.1332,-0.06344,0.2986,0.8712,0.8268
20210317_120000,523,73,13,18,6,0,-0.3049,-0.3047,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210317_120000,523,73,13,18,6,1,0.1545,0.1541,-1.146,0.0,0.05021,-0.02823,0.04714,0.1391,0.1332
20210317_120000,523,73,13,18,6,2,-0.1482,-0.1479,0.6686,0.0,-0.02823,0.01687,-0.02148,-0.06495,-0.06344
20210317_120000,523,73,13,18,6,8,-0.123,-0.1227,1.222,0.0,0.04714,-0.02148,0.1158,0.3247,0.2986
20210317_120000,523,73,13,18,6,9,0.03713,0.03728,1.193,0.0,0.1391,-0.06495,0.3247,0.9311,0.8712
20210317_120000,523,73,14,18,6,0,0.5287,0.5275,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210317_120000,523,73,14,18,6,2,0.3325,0.3314,0.6686,0.0,-0.02823,0.01687,-0.02148,-0.06495,-0.06344
20210317_120000,523,73,15,18,6,2,-0.5226,-0.5223,0.6686,0.0,-0.02823,0.01687,-0.02148,-0.06495,-0.06344
20210317_120000,523,73,14,18,6,9,0.0003313,-0.0008889,1.193,0.0,0.1391,-0.06495,0.3247,0.9311,0.8712
20210317_120000,523,73,14,18,6,10,0.1788,0.1774,1.462,0.0,0.1332,-0.06344,0.2986,0.8712,0.8268
20210317_120000,523,73,15,18,6,0,-0.8591,-0.8586,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210317_120000,523,73,15,18,6,1,0.5543,0.5541,-1.146,0.0,0.05021,-0.02823,0.04714,0.1391,0.1332
20210317_120000,523,73,15,18,6,8,-0.2996,-0.2985,1.222,0.0,0.04714,-0.02148,0.1158,0.3247,0.2986
20210317_120000,523,73,15,18,6,9,0.08521,0.08745,1.193,0.0,0.1391,-0.06495,0.3247,0.9311,0.8712
20210317_120000,523,73,15,18,6,10,-0.2483,-0.2458,1.462,0.0,0.1332,-0.06344,0.2986,0.8712,0.8268
20210317_120000,523,73,12,18,6,9,0.01285,0.01398,1.193,0.0,0.1391,-0.06495,0.3247,0.9311,0.8712
20210317_120000,523,73,14,18,6,8,0.1939,0.1925,1.222,0.0,0.04714,-0.02148,0.1158,0.3247,0.2986
20210317_120000,523,73,12,18,6,8,-0.2698,-0.2692,1.222,0.0,0.04714,-0.02148,0.1158,0.3247,0.2986
20210317_120000,523,73,13,18,6,10,-0.1085,-0.1083,1.462,0.0,0.1332,-0.06344,0.2986,0.8712,0.8268
20210317_120000,523,73,12,18,6,1,0.4546,0.4544,-1.146,0.0,0.05021,-0.02823,0.04714,0.1391,0.1332
20210317_120000,523,73,4,18,4,0,-1.318,-1.321,1.0,0.0,0.0,0.0,0.0,,
20210317_120000,523,73,4,18,4,8,-0.4143,-0.418,1.222,0.0,0.1158,0.3247,0.2986,,
20210317_120000,523,73,4,18,4,9,0.1246,0.1219,1.193,0.0,0.3247,0.9311,0.8712,,
20210317_120000,523,73,5,18,4,0,-0.07695,-0.07711,1.0,0.0,0.0,0.0,0.0,,
20210317_120000,523,73,5,18,4,8,-0.01074,-0.01052,1.222,0.0,0.1158,0.3247,0.2986,,
20210317_120000,523,73,5,18,4,9,0.02475,0.02577,1.193,0.0,0.3247,0.9311,0.8712,,
20210317_120000,523,73,5,18,4,10,-0.001033,-9.87e-05,1.462,0.0,0.2986,0.8712,0.8268,,
20210317_120000,523,73,6,18,4,0,0.8914,0.8908,1.0,0.0,0.0,0.0,0.0,,
20210317_120000,523,73,6,18,4,8,0.3396,0.3382,1.222,0.0,0.1158,0.3247,0.2986,,
20210317_120000,523,73,4,18,4,10,-0.3606,-0.3643,1.462,0.0,0.2986,0.8712,0.8268,,
20210317_120000,523,73,6,18,4,10,0.3002,0.2975,1.462,0.0,0.2986,0.8712,0.8268,,
20210317_120000,523,73,12,18,6,2,-0.4053,-0.4051,0.6686,0.0,-0.02823,0.01687,-0.02148,-0.06495,-0.06344
20210317_120000,523,73,11,18,6,0,-0.7823,-0.7835,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210317_120000,523,73,11,18,6,1,0.4575,0.4585,-1.146,0.0,0.05021,-0.02823,0.04714,0.1391,0.1332
20210317_120000,523,73,11,18,6,2,-0.4191,-0.42,0.6686,0.0,-0.02823,0.01687,-0.02148,-0.06495,-0.06344
20210317_120000,523,73,11,18,6,8,-0.3015,-0.3034,1.222,0.0,0.04714,-0.02148,0.1158,0.3247,0.2986
20210317_120000,523,73,11,18,6,9,0.006174,0.003441,1.193,0.0,0.1391,-0.06495,0.3247,0.9311,0.8712
20210317_120000,523,73,11,18,6,10,-0.2839,-0.287,1.462,0.0,0.1332,-0.06344,0.2986,0.8712,0.8268
20210317_120000,523,73,12,18,6,0,-0.7323,-0.732,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210317_120000,523,73,6,18,4,9,-0.01248,-0.0151,1.193,0.0,0.3247,0.9311,0.8712,,
20210317_180000,223,15,5,273,5,9,0.1224,0.1174,-0.2329,0.0,-0.1445,0.4898,0.9459,0.5885,
20210317_180000,223,15,5,273,5,10,0.05113,0.05235,0.2586,0.0,-0.1222,0.4791,0.5885,0.588,
20210317_180000,223,15,5,273,5,1,0.001212,-0.006632,-0.6993,0.0,0.05128,-0.1111,-0.1445,-0.1222,
20210317_180000,223,15,5,273,5,0,-0.8316,-0.8139,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_180000,223,15,5,273,5,8,-0.003521,0.001747,0.368,0.0,-0.1111,0.5119,0.4898,0.4791,
20210317_180000,223,15,4,294,5,9,0.074,0.06866,-0.2329,0.0,-0.1445,0.4898,0.9459,0.5885,
20210317_180000,223,15,4,294,5,10,0.04413,0.04073,0.2586,0.0,-0.1222,0.4791,0.5885,0.588,
20210317_180000,223,3,6,97,5,0,-0.3118,-0.3117,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_180000,223,3,6,97,5,8,0.02154,0.02121,0.2222,0.0,-0.05869,0.3415,0.278,0.1866,
20210317_180000,223,3,6,97,5,9,-0.09382,-0.09409,-0.5788,0.0,-0.05758,0.278,0.3647,0.2134,
20210317_180000,223,3,6,97,5,10,-0.1063,-0.1065,0.03537,0.0,-0.03568,0.1866,0.2134,0.1392,
20210317_180000,223,3,9,274,5,0,-0.0224,-0.02166,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_180000,223,3,9,274,5,1,0.1898,0.1894,-0.6467,0.0,0.03617,-0.05869,-0.05758,-0.03568,
20210317_180000,223,3,6,97,5,1,-0.05345,-0.05353,-0.6467,0.0,0.03617,-0.05869,-0.05758,-0.03568,
20210317_180000,223,3,9,274,5,9,-0.002197,-0.003268,-0.5788,0.0,-0.05758,0.278,0.3647,0.2134,
20210317_180000,223,3,9,274,5,10,0.1963,0.1958,0.03537,0.0,-0.03568,0.1866,0.2134,0.1392,
20210317_180000,223,15,4,294,5,0,-0.001047,0.001124,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_180000,223,15,4,294,5,1,-0.02126,-0.02095,-0.6993,0.0,0.05128,-0.1111,-0.1445,-0.1222,
20210317_180000,223,3,9,274,5,8,-0.31,-0.3101,0.2222,0.0,-0.05869,0.3415,0.278,0.1866,
20210317_180000,223,15,4,294,5,8,-0.01965,-0.02323,0.368,0.0,-0.1111,0.5119,0.4898,0.4791,
20210317_210000,5,3,6,51,5,8,-0.0003578,-0.0004461,-0.2011,0.0,-0.0991,0.6607,0.02615,0.4048,
20210317_210000,5,3,6,51,5,1,0.1988,0.1998,-0.8944,0.0,0.08828,-0.0991,0.07547,-0.03928,
20210317_210000,5,3,6,51,5,9,-0.03098,-0.03166,-0.4149,0.0,0.07547,0.02615,0.4447,0.02675,
20210317_210000,5,3,6,51,5,10,-0.001484,-0.001806,-0.1904,0.0,-0.03928,0.4048,0.02675,0.2929,
20210317_210000,5,3,7,54,5,0,-0.7514,-0.7521,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,5,3,6,51,5,0,-0.5695,-0.5712,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,3,15,5,108,5,10,-0.08911,-0.09297,0.27,0.0,-0.1258,0.426,0.6495,0.5069,
20210317_210000,3,15,5,108,5,9,0.06087,0.05359,-0.2729,0.0,-0.1672,0.5484,0.8892,0.6495,
20210317_210000,3,15,5,108,5,8,0.09147,0.08774,0.3549,0.0,-0.1121,0.4903,0.5484,0.426,
20210317_210000,5,3,7,54,5,1,0.2004,0.2003,-0.8944,0.0,0.08828,-0.0991,0.07547,-0.03928,
20210317_210000,5,3,7,54,5,8,0.01896,0.01794,-0.2011,0.0,-0.0991,0.6607,0.02615,0.4048,
20210317_210000,5,15,5,303,5,9,0.1531,0.1477,-0.08595,0.0,0.1401,0.09255,0.9118,0.1117,
20210317_210000,5,3,7,54,5,10,0.009339,0.008437,-0.1904,0.0,-0.03928,0.4048,0.02675,0.2929,
20210317_210000,5,15,5,303,5,10,0.0427,0.0376,-0.1517,0.0,-0.02686,0.8406,0.1117,0.874,
20210317_210000,3,15,5,108,5,1,0.1218,0.1191,-0.6838,0.0,0.06285,-0.1121,-0.1672,-0.1258,
20210317_210000,5,15,5,303,5,8,-0.01466,-0.02318,-0.1811,0.0,-0.08104,0.9578,0.09255,0.8406,
20210317_210000,5,15,5,303,5,1,-0.01677,-0.02669,-0.8301,0.0,0.09753,-0.08104,0.1401,-0.02686,
20210317_210000,5,15,5,303,5,0,-0.6267,-0.6133,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,5,15,4,344,5,10,-0.02076,-0.02662,-0.1517,0.0,-0.02686,0.8406,0.1117,0.874,
20210317_210000,5,15,4,344,5,9,0.1345,0.1274,-0.08595,0.0,0.1401,0.09255,0.9118,0.1117,
20210317_210000,5,15,4,344,5,8,-0.08037,-0.0893,-0.1811,0.0,-0.08104,0.9578,0.09255,0.8406,
20210317_210000,5,15,4,344,5,1,-0.06924,-0.07415,-0.8301,0.0,0.09753,-0.08104,0.1401,-0.02686,
20210317_210000,5,15,4,344,5,0,-0.3035,-0.2922,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,5,15,3,355,5,10,-0.08356,-0.08758,-0.1517,0.0,-0.02686,0.8406,0.1117,0.874,
20210317_210000,5,3,7,54,5,9,0.1225,0.1207,-0.4149,0.0,0.07547,0.02615,0.4447,0.02675,
20210317_210000,5,15,3,355,5,9,0.03035,0.03413,-0.08595,0.0,0.1401,0.09255,0.9118,0.1117,
20210317_210000,5,15,3,355,5,1,0.1308,0.1191,-0.8301,0.0,0.09753,-0.08104,0.1401,-0.02686,
20210317_210000,5,15,3,355,5,0,0.4908,0.508,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,5,3,9,221,5,10,-0.0406,-0.04035,-0.1904,0.0,-0.03928,0.4048,0.02675,0.2929,
20210317_210000,5,3,9,221,5,9,-0.03366,-0.03505,-0.4149,0.0,0.07547,0.02615,0.4447,0.02675,
20210317_210000,5,3,9,221,5,8,-0.0948,-0.09509,-0.2011,0.0,-0.0991,0.6607,0.02615,0.4048,
20210317_210000,5,3,9,221,5,1,0.1435,0.1423,-0.8944,0.0,0.08828,-0.0991,0.07547,-0.03928,
20210317_210000,5,3,9,221,5,0,-0.3417,-0.3404,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,5,3,8,221,5,10,-0.1434,-0.1466,-0.1904,0.0,-0.03928,0.4048,0.02675,0.2929,
20210317_210000,5,3,8,221,5,9,0.02459,0.02376,-0.4149,0.0,0.07547,0.02615,0.4447,0.02675,
20210317_210000,5,3,8,221,5,1,0.009375,0.007315,-0.8944,0.0,0.08828,-0.0991,0.07547,-0.03928,
20210317_210000,5,3,8,221,5,0,-0.1997,-0.1966,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,5,15,3,355,5,8,-0.03343,-0.03617,-0.1811,0.0,-0.08104,0.9578,0.09255,0.8406,
20210317_210000,3,15,5,108,5,0,-0.7016,-0.6956,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,5,3,8,221,5,8,-0.00842,-0.01098,-0.2011,0.0,-0.0991,0.6607,0.02615,0.4048,
20210317_210000,3,15,4,115,5,9,0.01253,0.009981,-0.2729,0.0,-0.1672,0.5484,0.8892,0.6495,
20210317_210000,3,3,9,19,5,10,-0.1319,-0.1322,0.01742,0.0,-0.03697,0.1981,0.2038,0.142,
20210317_210000,3,3,9,19,5,9,0.04139,0.04125,-0.584,0.0,-0.05978,0.2663,0.3566,0.2038,
20210317_210000,3,3,9,19,5,1,0.1647,0.1649,-0.6209,0.0,0.04353,-0.05719,-0.05978,-0.03697,
20210317_210000,3,3,9,19,5,0,0.2273,0.227,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,3,3,8,19,5,10,-0.1003,-0.1005,0.01742,0.0,-0.03697,0.1981,0.2038,0.142,
20210317_210000,3,3,8,19,5,9,-0.01667,-0.01673,-0.584,0.0,-0.05978,0.2663,0.3566,0.2038,
20210317_210000,3,3,8,19,5,8,0.1077,0.1075,0.177,0.0,-0.05719,0.3722,0.2663,0.1981,
20210317_210000,3,3,8,19,5,1,-0.09338,-0.09311,-0.6209,0.0,0.04353,-0.05719,-0.05978,-0.03697,
20210317_210000,3,3,7,7,5,10,0.02391,0.02344,0.01742,0.0,-0.03697,0.1981,0.2038,0.142,
20210317_210000,3,3,7,7,5,9,0.03479,0.03445,-0.584,0.0,-0.05978,0.2663,0.3566,0.2038,
20210317_210000,3,3,7,7,5,8,0.05718,0.05658,0.177,0.0,-0.05719,0.3722,0.2663,0.1981,
20210317_210000,3,3,7,7,5,1,0.009943,0.01044,-0.6209,0.0,0.04353,-0.05719,-0.05978,-0.03697,
20210317_210000,3,3,7,7,5,0,-0.3121,-0.3126,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,3,3,6,6,5,10,-0.04531,-0.04559,0.01742,0.0,-0.03697,0.1981,0.2038,0.142,
20210317_210000,3,3,6,6,5,9,-0.01292,-0.01321,-0.584,0.0,-0.05978,0.2663,0.3566,0.2038,
20210317_210000,3,3,6,6,5,8,0.08044,0.08012,0.177,0.0,-0.05719,0.3722,0.2663,0.1981,
20210317_210000,3,3,6,6,5,1,-0.01078,-0.0105,-0.6209,0.0,0.04353,-0.05719,-0.05978,-0.03697,
20210317_210000,3,3,6,6,5,0,0.06257,0.06232,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,3,15,4,115,5,10,-0.04232,-0.04367,0.27,0.0,-0.1258,0.426,0.6495,0.5069,
20210317_210000,3,3,8,19,5,0,0.2776,0.2772,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,3,3,9,19,5,8,0.06711,0.06682,0.177,0.0,-0.05719,0.3722,0.2663,0.1981,
20210317_210000,3,15,4,115,5,8,0.03409,0.03224,0.3549,0.0,-0.1121,0.4903,0.5484,0.426,
20210317_210000,3,15,4,115,5,1,0.1461,0.1441,-0.6838,0.0,0.06285,-0.1121,-0.1672,-0.1258,
20210317_210000,3,15,4,115,5,0,-0.2093,-0.2072,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,3,15,3,118,5,10,0.06308,0.06072,0.27,0.0,-0.1258,0.426,0.6495,0.5069,
20210317_210000,3,15,3,118,5,8,-0.04602,-0.04902,0.3549,0.0,-0.1121,0.4903,0.5484,0.426,
20210317_210000,3,15,3,118,5,1,0.5995,0.5972,-0.6838,0.0,0.06285,-0.1121,-0.1672,-0.1258,
20210317_210000,3,15,3,118,5,0,0.8206,0.8251,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,209,3,8,77,5,10,-0.1726,-0.1739,-0.08003,0.0,-0.0638,0.2765,0.124,0.1825,
20210317_210000,209,3,8,77,5,9,-0.04436,-0.04523,-0.5371,0.0,-0.06552,0.1575,0.3468,0.124,
20210317_210000,209,3,8,77,5,8,0.08517,0.08336,-0.02264,0.0,-0.1103,0.5219,0.1575,0.2765,
20210317_210000,209,3,8,77,5,1,-0.1111,-0.1118,-0.7191,0.0,0.05832,-0.1103,-0.06552,-0.0638,
20210317_210000,209,3,8,77,5,0,-0.3058,-0.3044,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,3,15,3,118,5,9,0.02568,0.02166,-0.2729,0.0,-0.1672,0.5484,0.8892,0.6495,
20210317_210000,209,3,7,31,5,9,0.3517,0.3507,-0.5371,0.0,-0.06552,0.1575,0.3468,0.124,
20210317_210000,209,3,7,31,5,8,0.07611,0.07424,-0.02264,0.0,-0.1103,0.5219,0.1575,0.2765,
20210317_210000,209,3,7,31,5,1,-0.1108,-0.1094,-0.7191,0.0,0.05832,-0.1103,-0.06552,-0.0638,
20210317_210000,209,3,7,31,5,0,-0.3562,-0.3575,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,209,3,6,31,5,10,0.02923,0.02845,-0.08003,0.0,-0.0638,0.2765,0.124,0.1825,
20210317_210000,209,3,6,31,5,9,0.0644,0.06388,-0.5371,0.0,-0.06552,0.1575,0.3468,0.124,
20210317_210000,209,3,6,31,5,8,-0.003662,-0.004836,-0.02264,0.0,-0.1103,0.5219,0.1575,0.2765,
20210317_210000,209,3,6,31,5,1,-0.02462,-0.0239,-0.7191,0.0,0.05832,-0.1103,-0.06552,-0.0638,
20210317_210000,209,3,6,31,5,0,-0.6903,-0.6909,1.0,0.0,0.0,0.0,0.0,0.0,
20210317_210000,209,3,7,31,5,10,0.05998,0.05841,-0.08003,0.0,-0.0638,0.2765,0.124,0.1825,
20210318_030000,523,73,13,59,6,10,-0.162,-0.1704,0.5365,0.0,-0.2434,0.1812,0.5401,1.034,0.8512
20210318_030000,523,73,13,59,6,9,0.2031,0.2003,0.03572,0.0,-0.3025,0.2287,0.6884,1.297,1.034
20210318_030000,523,73,13,59,6,0,-0.2927,-0.3058,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210318_030000,523,73,13,59,6,2,-0.144,-0.1511,0.2609,0.0,-0.05984,0.04667,0.1403,0.2287,0.1812
20210318_030000,523,73,13,59,6,1,0.1556,0.1641,-0.6296,0.0,0.07911,-0.05984,-0.1797,-0.3025,-0.2434
20210318_030000,523,73,12,59,6,10,-0.05434,-0.05893,0.5365,0.0,-0.2434,0.1812,0.5401,1.034,0.8512
20210318_030000,523,73,13,59,6,8,-0.07062,-0.08008,0.587,0.0,-0.1797,0.1403,0.4616,0.6884,0.5401
20210318_030000,523,73,14,59,6,1,-0.4968,-0.4936,-0.6296,0.0,0.07911,-0.05984,-0.1797,-0.3025,-0.2434
20210318_030000,523,73,15,55,6,1,0.7483,0.753,-0.6296,0.0,0.07911,-0.05984,-0.1797,-0.3025,-0.2434
20210318_030000,523,73,14,59,6,8,0.06491,0.05898,0.587,0.0,-0.1797,0.1403,0.4616,0.6884,0.5401
20210318_030000,523,73,14,59,6,9,0.1622,0.1539,0.03572,0.0,-0.3025,0.2287,0.6884,1.297,1.034
20210318_030000,523,73,14,59,6,10,-0.0119,-0.0194,0.5365,0.0,-0.2434,0.1812,0.5401,1.034,0.8512
20210318_030000,523,73,15,55,6,0,-1.022,-1.031,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210318_030000,523,73,15,55,6,2,-0.7091,-0.7131,0.2609,0.0,-0.05984,0.04667,0.1403,0.2287,0.1812
20210318_030000,523,73,15,55,6,8,-0.07296,-0.07739,0.587,0.0,-0.1797,0.1403,0.4616,0.6884,0.5401
20210318_030000,523,73,15,55,6,9,0.2959,0.298,0.03572,0.0,-0.3025,0.2287,0.6884,1.297,1.034
20210318_030000,523,73,15,55,6,10,-0.2587,-0.2609,0.5365,0.0,-0.2434,0.1812,0.5401,1.034,0.8512
20210318_030000,523,73,12,59,6,9,0.06323,0.06715,0.03572,0.0,-0.3025,0.2287,0.6884,1.297,1.034
20210318_030000,523,73,14,59,6,2,0.4593,0.4567,0.2609,0.0,-0.05984,0.04667,0.1403,0.2287,0.1812
20210318_030000,523,73,12,59,6,8,-0.06804,-0.07454,0.587,0.0,-0.1797,0.1403,0.4616,0.6884,0.5401
20210318_030000,523,73,14,59,6,0,0.7462,0.744,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210318_030000,523,73,12,59,6,1,0.5882,0.5965,-0.6296,0.0,0.07911,-0.05984,-0.1797,-0.3025,-0.2434
20210318_030000,523,73,12,59,6,2,-0.5644,-0.5712,0.2609,0.0,-0.05984,0.04667,0.1403,0.2287,0.1812
20210318_030000,523,73,4,60,4,0,-1.542,-1.553,1.0,0.0,0.0,0.0,0.0,,
20210318_030000,523,73,4,60,4,8,-0.07638,-0.0837,0.587,0.0,0.4616,0.6884,0.5401,,
20210318_030000,523,73,4,60,4,9,0.05333,0.05317,0.03572,0.0,0.6884,1.297,1.034,,
20210318_030000,523,73,4,60,4,10,-0.07857,-0.08386,0.5365,0.0,0.5401,1.034,0.8512,,
20210318_030000,523,73,5,60,4,0,-0.02875,-0.03213,1.0,0.0,0.0,0.0,0.0,,
20210318_030000,523,73,5,60,4,9,0.004431,0.004526,0.03572,0.0,0.6884,1.297,1.034,,
20210318_030000,523,73,5,60,4,10,0.0473,0.04586,0.5365,0.0,0.5401,1.034,0.8512,,
20210318_030000,523,73,6,59,4,0,1.352,1.363,1.0,0.0,0.0,0.0,0.0,,
20210318_030000,523,73,5,60,4,8,0.07558,0.0739,0.587,0.0,0.4616,0.6884,0.5401,,
20210318_030000,523,73,6,59,4,9,0.03458,0.03236,0.03572,0.0,0.6884,1.297,1.034,,
20210318_030000,523,73,6,59,4,8,0.1306,0.1364,0.587,0.0,0.4616,0.6884,0.5401,,
20210318_030000,523,73,11,60,6,10,-0.07366,-0.0728,0.5365,0.0,-0.2434,0.1812,0.5401,1.034,0.8512
20210318_030000,523,73,11,60,6,9,0.02074,0.03056,0.03572,0.0,-0.3025,0.2287,0.6884,1.297,1.034
20210318_030000,523,73,11,60,6,8,-0.08074,-0.08246,0.587,0.0,-0.1797,0.1403,0.4616,0.6884,0.5401
20210318_030000,523,73,12,59,6,0,-0.8485,-0.864,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210318_030000,523,73,11,60,6,1,0.5639,0.5696,-0.6296,0.0,0.07911,-0.05984,-0.1797,-0.3025,-0.2434
20210318_030000,523,73,11,60,6,0,-0.8928,-0.9064,1.0,0.0,0.0,0.0,0.0,0.0,0.0
