time,sat,sensor,channel,ndata,npred,pred_id,param0,param,predmean,predxcov_1,predxcov_2,predxcov_3,predxcov_4,predxcov_5,predxcov_6
20210325_090000,209,3,6,13,5,10,-0.01185,-0.01184,0.05602,0.0,-0.02108,0.1707,0.2261,0.137,
20210325_090000,3,3,8,51,5,8,0.06558,0.06491,-0.1849,0.0,-0.007181,0.6607,0.0175,0.397,
20210325_090000,3,3,8,51,5,0,0.286,0.2862,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_090000,3,3,7,20,5,10,-0.05933,-0.06019,-0.1889,0.0,-0.008855,0.397,0.01761,0.2829,
20210325_090000,3,3,7,20,5,9,-0.005717,-0.006563,-0.415,0.0,0.01083,0.0175,0.4265,0.01761,
20210325_090000,3,3,7,20,5,8,-0.1028,-0.104,-0.1849,0.0,-0.007181,0.6607,0.0175,0.397,
20210325_090000,3,3,7,20,5,1,0.1293,0.1304,-0.7908,0.0,0.03035,-0.007181,0.01083,-0.008855,
20210325_090000,3,3,7,20,5,0,-0.1864,-0.188,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_090000,3,3,6,19,5,10,0.0002005,-0.0003298,-0.1889,0.0,-0.008855,0.397,0.01761,0.2829,
20210325_090000,3,3,6,19,5,9,-0.02239,-0.02282,-0.415,0.0,0.01083,0.0175,0.4265,0.01761,
20210325_090000,3,3,6,19,5,8,0.01267,0.01216,-0.1849,0.0,-0.007181,0.6607,0.0175,0.397,
20210325_090000,3,3,6,19,5,1,0.008158,0.008551,-0.7908,0.0,0.03035,-0.007181,0.01083,-0.008855,
20210325_090000,3,3,6,19,5,0,0.03813,0.03766,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_090000,3,3,8,51,5,1,-0.04422,-0.04425,-0.7908,0.0,0.03035,-0.007181,0.01083,-0.008855,
20210325_120000,523,73,13,77,6,8,-0.1364,-0.139,0.3673,0.0,0.02051,0.0007647,0.5829,0.6011,0.5473
20210325_120000,523,73,12,77,6,1,0.5071,0.5153,-0.7564,0.0,0.03132,-0.03778,0.02051,0.01877,0.02379
20210325_120000,523,73,12,77,6,2,-0.4483,-0.457,0.5759,0.0,-0.03778,0.04938,0.0007647,0.009056,0.0003288
20210325_120000,523,73,12,77,6,8,-0.2828,-0.2831,0.3673,0.0,0.02051,0.0007647,0.5829,0.6011,0.5473
20210325_120000,523,73,12,77,6,9,0.03214,0.04077,-0.1553,0.0,0.01877,0.009056,0.6011,1.058,0.8084
20210325_120000,523,73,12,77,6,10,-0.2695,-0.2687,0.329,0.0,0.02379,0.0003288,0.5473,0.8084,0.7063
20210325_120000,523,73,13,77,6,0,-0.34,-0.3482,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210325_120000,523,73,12,77,6,0,-0.8086,-0.8213,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210325_120000,523,73,13,77,6,1,0.1772,0.1824,-0.7564,0.0,0.03132,-0.03778,0.02051,0.01877,0.02379
20210325_120000,523,73,13,77,6,2,-0.1672,-0.1729,0.5759,0.0,-0.03778,0.04938,0.0007647,0.009056,0.0003288
20210325_120000,523,73,13,77,6,9,0.0459,0.04873,-0.1553,0.0,0.01877,0.009056,0.6011,1.058,0.8084
20210325_120000,523,73,14,77,6,9,-0.01194,-0.01665,-0.1553,0.0,0.01877,0.009056,0.6011,1.058,0.8084
20210325_120000,523,73,14,77,6,0,0.5539,0.5586,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210325_120000,523,73,14,77,6,1,-0.3927,-0.3955,-0.7564,0.0,0.03132,-0.03778,0.02051,0.01877,0.02379
20210325_120000,523,73,14,77,6,2,0.3398,0.3424,0.5759,0.0,-0.03778,0.04938,0.0007647,0.009056,0.0003288
20210325_120000,523,73,14,77,6,8,0.1882,0.1861,0.3673,0.0,0.02051,0.0007647,0.5829,0.6011,0.5473
20210325_120000,523,73,14,77,6,10,0.1733,0.1706,0.329,0.0,0.02379,0.0003288,0.5473,0.8084,0.7063
20210325_120000,523,73,15,72,6,1,0.5771,0.5796,-0.7564,0.0,0.03132,-0.03778,0.02051,0.01877,0.02379
20210325_120000,523,73,15,72,6,2,-0.5411,-0.5436,0.5759,0.0,-0.03778,0.04938,0.0007647,0.009056,0.0003288
20210325_120000,523,73,15,72,6,8,-0.2988,-0.2952,0.3673,0.0,0.02051,0.0007647,0.5829,0.6011,0.5473
20210325_120000,523,73,15,72,6,9,0.1017,0.1076,-0.1553,0.0,0.01877,0.009056,0.6011,1.058,0.8084
20210325_120000,523,73,15,72,6,10,-0.2419,-0.2383,0.329,0.0,0.02379,0.0003288,0.5473,0.8084,0.7063
20210325_120000,523,73,11,78,6,10,-0.2936,-0.2876,0.329,0.0,0.02379,0.0003288,0.5473,0.8084,0.7063
20210325_120000,523,73,13,77,6,10,-0.1177,-0.1192,0.329,0.0,0.02379,0.0003288,0.5473,0.8084,0.7063
20210325_120000,523,73,11,78,6,9,0.03139,0.04954,-0.1553,0.0,0.01877,0.009056,0.6011,1.058,0.8084
20210325_120000,523,73,15,72,6,0,-0.8922,-0.8956,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210325_120000,523,73,11,78,6,2,-0.4689,-0.4798,0.5759,0.0,-0.03778,0.04938,0.0007647,0.009056,0.0003288
20210325_120000,523,73,11,78,6,8,-0.3088,-0.3057,0.3673,0.0,0.02051,0.0007647,0.5829,0.6011,0.5473
20210325_120000,523,73,4,78,4,0,-1.419,-1.436,1.0,0.0,0.0,0.0,0.0,,
20210325_120000,523,73,4,78,4,8,-0.4124,-0.4051,0.3673,0.0,0.5829,0.6011,0.5473,,
20210325_120000,523,73,4,78,4,10,-0.3557,-0.3476,0.329,0.0,0.5473,0.8084,0.7063,,
20210325_120000,523,73,4,78,4,9,0.1662,0.1854,-0.1553,0.0,0.6011,1.058,0.8084,,
20210325_120000,523,73,11,78,6,0,-0.8691,-0.8849,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210325_120000,523,73,11,78,6,1,0.5181,0.5284,-0.7564,0.0,0.03132,-0.03778,0.02051,0.01877,0.02379
20210325_120000,523,73,6,77,4,9,-0.0536,-0.06261,-0.1553,0.0,0.6011,1.058,0.8084,,
20210325_120000,523,73,6,77,4,8,0.3317,0.331,0.3673,0.0,0.5829,0.6011,0.5473,,
20210325_120000,523,73,6,77,4,10,0.2823,0.2811,0.329,0.0,0.5473,0.8084,0.7063,,
20210325_120000,523,73,6,77,4,0,0.9559,0.9727,1.0,0.0,0.0,0.0,0.0,,
20210325_120000,523,73,5,78,4,10,-0.01307,-0.01385,0.329,0.0,0.5473,0.8084,0.7063,,
20210325_120000,523,73,5,78,4,9,0.01917,0.01861,-0.1553,0.0,0.6011,1.058,0.8084,,
20210325_120000,523,73,5,78,4,8,-0.01928,-0.01967,0.3673,0.0,0.5829,0.6011,0.5473,,
20210325_120000,523,73,5,78,4,0,-0.09945,-0.1016,1.0,0.0,0.0,0.0,0.0,,
20210325_180000,223,3,6,110,5,0,-0.3155,-0.3162,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_180000,223,3,6,110,5,1,-0.05079,-0.05011,-0.7299,0.0,0.02698,0.02192,0.003083,0.01046,
20210325_180000,223,3,6,110,5,8,0.02233,0.02182,-0.1765,0.0,0.02192,0.6281,-0.01859,0.3772,
20210325_180000,223,3,6,110,5,9,-0.096,-0.09619,-0.4509,0.0,0.003083,-0.01859,0.4293,-0.01262,
20210325_180000,223,3,9,353,5,0,-0.03337,-0.03616,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_180000,223,3,9,353,5,1,0.1973,0.1992,-0.7299,0.0,0.02698,0.02192,0.003083,0.01046,
20210325_180000,223,3,9,353,5,8,-0.3096,-0.3047,-0.1765,0.0,0.02192,0.6281,-0.01859,0.3772,
20210325_180000,223,3,9,353,5,9,-0.006667,-0.008195,-0.4509,0.0,0.003083,-0.01859,0.4293,-0.01262,
20210325_180000,223,3,9,353,5,10,0.1967,0.2,-0.2028,0.0,0.01046,0.3772,-0.01262,0.2677,
20210325_180000,223,3,6,110,5,10,-0.1061,-0.1066,-0.2028,0.0,0.01046,0.3772,-0.01262,0.2677,
20210325_180000,223,15,4,467,5,1,-0.03468,-0.04099,-0.7295,0.0,0.02569,0.01074,0.001882,-0.0002695,
20210325_180000,223,15,4,467,5,8,-0.03041,-0.03143,-0.2007,0.0,0.01074,0.9896,-0.05344,0.9121,
20210325_180000,223,15,4,467,5,9,0.05388,0.04258,-0.05084,0.0,0.001882,-0.05344,1.009,-0.05217,
20210325_180000,223,15,4,467,5,10,0.03632,0.03402,-0.2281,0.0,-0.0002695,0.9121,-0.05217,0.99,
20210325_180000,223,15,5,424,5,0,-0.6652,-0.6579,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_180000,223,15,5,424,5,1,-0.05696,-0.05558,-0.7295,0.0,0.02569,0.01074,0.001882,-0.0002695,
20210325_180000,223,15,5,424,5,8,-0.1029,-0.1006,-0.2007,0.0,0.01074,0.9896,-0.05344,0.9121,
20210325_180000,223,15,5,424,5,9,0.04109,0.05191,-0.05084,0.0,0.001882,-0.05344,1.009,-0.05217,
20210325_180000,223,15,5,424,5,10,-0.01973,-0.01659,-0.2281,0.0,-0.0002695,0.9121,-0.05217,0.99,
20210325_180000,223,15,4,467,5,0,0.02125,0.0283,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,5,15,5,178,5,10,0.01059,0.01007,0.1262,0.0,-0.02346,0.4893,0.4891,0.4899,
20210325_210000,5,3,6,53,5,0,-0.5907,-0.5946,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,5,3,6,53,5,1,0.2099,0.2126,-0.6668,0.0,0.02509,-0.01288,-0.004386,-0.01245,
20210325_210000,5,3,7,53,5,0,-0.7751,-0.777,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,5,3,6,53,5,9,-0.04429,-0.04642,-0.519,0.0,-0.004386,0.1495,0.3626,0.1173,
20210325_210000,5,3,6,53,5,10,-0.01276,-0.01538,-0.07905,0.0,-0.01245,0.2907,0.1173,0.1962,
20210325_210000,5,3,7,53,5,1,0.2112,0.2126,-0.6668,0.0,0.02509,-0.01288,-0.004386,-0.01245,
20210325_210000,5,3,6,53,5,8,-0.01455,-0.01771,-0.01127,0.0,-0.01288,0.5343,0.1495,0.2907,
20210325_210000,3,15,5,274,5,8,0.04377,0.04259,-0.2688,0.0,-0.01697,0.985,-0.05411,0.8684,
20210325_210000,3,15,5,274,5,10,-0.1249,-0.1277,-0.2626,0.0,-0.009255,0.8684,-0.07697,0.9177,
20210325_210000,3,15,5,274,5,9,0.004379,-6.656e-05,-0.04944,0.0,0.0325,-0.05411,0.9111,-0.07697,
20210325_210000,5,3,7,53,5,8,0.006386,0.004178,-0.01127,0.0,-0.01288,0.5343,0.1495,0.2907,
20210325_210000,3,15,5,274,5,1,0.0727,0.06618,-0.7373,0.0,0.02301,-0.01697,0.0325,-0.009255,
20210325_210000,3,15,5,274,5,0,-0.5894,-0.5804,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,5,3,7,53,5,9,0.107,0.1052,-0.519,0.0,-0.004386,0.1495,0.3626,0.1173,
20210325_210000,5,3,9,132,5,10,-0.04218,-0.04265,-0.07905,0.0,-0.01245,0.2907,0.1173,0.1962,
20210325_210000,5,3,8,132,5,0,-0.1955,-0.1959,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,3,15,4,307,5,10,-0.04327,-0.04288,-0.2626,0.0,-0.009255,0.8684,-0.07697,0.9177,
20210325_210000,5,15,5,178,5,9,0.0825,0.07706,-0.3074,0.0,-0.01726,0.4288,0.7462,0.4891,
20210325_210000,5,15,5,178,5,8,-0.05234,-0.04808,0.1454,0.0,-0.02155,0.6443,0.4288,0.4893,
20210325_210000,5,15,5,178,5,1,-0.06701,-0.07389,-0.7022,0.0,0.02638,-0.02155,-0.01726,-0.02346,
20210325_210000,5,15,5,178,5,0,-0.524,-0.5069,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,5,15,4,190,5,10,-0.004561,-0.006113,0.1262,0.0,-0.02346,0.4893,0.4891,0.4899,
20210325_210000,5,15,4,190,5,9,0.1473,0.1396,-0.3074,0.0,-0.01726,0.4288,0.7462,0.4891,
20210325_210000,5,15,4,190,5,8,-0.06561,-0.06924,0.1454,0.0,-0.02155,0.6443,0.4288,0.4893,
20210325_210000,5,15,4,190,5,1,-0.04094,-0.04694,-0.7022,0.0,0.02638,-0.02155,-0.01726,-0.02346,
20210325_210000,5,15,4,190,5,0,-0.3689,-0.3616,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,5,15,3,194,5,10,-0.06978,-0.0662,0.1262,0.0,-0.02346,0.4893,0.4891,0.4899,
20210325_210000,5,15,3,194,5,9,0.07409,0.07303,-0.3074,0.0,-0.01726,0.4288,0.7462,0.4891,
20210325_210000,5,15,3,194,5,8,-0.01855,-0.01469,0.1454,0.0,-0.02155,0.6443,0.4288,0.4893,
20210325_210000,5,15,3,194,5,1,0.1543,0.155,-0.7022,0.0,0.02638,-0.02155,-0.01726,-0.02346,
20210325_210000,5,15,3,194,5,0,0.4506,0.449,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,5,3,9,132,5,9,-0.04079,-0.04081,-0.519,0.0,-0.004386,0.1495,0.3626,0.1173,
20210325_210000,5,3,9,132,5,8,-0.09837,-0.09937,-0.01127,0.0,-0.01288,0.5343,0.1495,0.2907,
20210325_210000,5,3,9,132,5,1,0.1376,0.138,-0.6668,0.0,0.02509,-0.01288,-0.004386,-0.01245,
20210325_210000,5,3,9,132,5,0,-0.334,-0.3345,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,5,3,8,132,5,10,-0.156,-0.1567,-0.07905,0.0,-0.01245,0.2907,0.1173,0.1962,
20210325_210000,5,3,8,132,5,9,0.02038,0.01876,-0.519,0.0,-0.004386,0.1495,0.3626,0.1173,
20210325_210000,5,3,8,132,5,8,-0.0168,-0.0169,-0.01127,0.0,-0.01288,0.5343,0.1495,0.2907,
20210325_210000,5,3,8,132,5,1,0.006848,0.00728,-0.6668,0.0,0.02509,-0.01288,-0.004386,-0.01245,
20210325_210000,5,3,7,53,5,10,0.0007135,-0.001046,-0.07905,0.0,-0.01245,0.2907,0.1173,0.1962,
20210325_210000,3,15,4,307,5,9,0.01207,0.008498,-0.04944,0.0,0.0325,-0.05411,0.9111,-0.07697,
20210325_210000,209,3,6,17,5,10,0.02433,0.02448,-0.04764,0.0,-0.01256,0.2457,0.1549,0.1617,
20210325_210000,3,15,4,307,5,1,0.138,0.1391,-0.7373,0.0,0.02301,-0.01697,0.0325,-0.009255,
20210325_210000,3,3,9,238,5,10,-0.1343,-0.1347,-0.227,0.0,-0.009864,0.3885,-0.02702,0.2677,
20210325_210000,3,3,9,238,5,9,0.03454,0.03372,-0.4053,0.0,0.01582,-0.0212,0.3949,-0.02702,
20210325_210000,3,3,9,238,5,8,0.06245,0.06166,-0.2453,0.0,-0.02007,0.6666,-0.0212,0.3885,
20210325_210000,3,3,9,238,5,1,0.1676,0.167,-0.7504,0.0,0.02186,-0.02007,0.01582,-0.009864,
20210325_210000,3,3,8,238,5,10,-0.1009,-0.1013,-0.227,0.0,-0.009864,0.3885,-0.02702,0.2677,
20210325_210000,3,3,8,238,5,9,-0.01862,-0.02003,-0.4053,0.0,0.01582,-0.0212,0.3949,-0.02702,
20210325_210000,3,3,8,238,5,8,0.1048,0.1037,-0.2453,0.0,-0.02007,0.6666,-0.0212,0.3885,
20210325_210000,3,3,8,238,5,1,-0.09082,-0.09247,-0.7504,0.0,0.02186,-0.02007,0.01582,-0.009864,
20210325_210000,3,3,8,238,5,0,0.276,0.2782,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,3,3,7,105,5,10,0.01878,0.01653,-0.227,0.0,-0.009864,0.3885,-0.02702,0.2677,
20210325_210000,3,3,7,105,5,9,0.02888,0.02728,-0.4053,0.0,0.01582,-0.0212,0.3949,-0.02702,
20210325_210000,3,3,7,105,5,8,0.0497,0.04623,-0.2453,0.0,-0.02007,0.6666,-0.0212,0.3885,
20210325_210000,3,3,7,105,5,1,0.01314,0.01305,-0.7504,0.0,0.02186,-0.02007,0.01582,-0.009864,
20210325_210000,3,3,7,105,5,0,-0.3179,-0.3179,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,3,3,6,103,5,10,-0.0467,-0.04649,-0.227,0.0,-0.009864,0.3885,-0.02702,0.2677,
20210325_210000,3,3,6,103,5,9,-0.01639,-0.0171,-0.4053,0.0,0.01582,-0.0212,0.3949,-0.02702,
20210325_210000,3,3,6,103,5,8,0.07839,0.07911,-0.2453,0.0,-0.02007,0.6666,-0.0212,0.3885,
20210325_210000,3,3,6,103,5,1,-0.01031,-0.009238,-0.7504,0.0,0.02186,-0.02007,0.01582,-0.009864,
20210325_210000,3,3,6,103,5,0,0.06331,0.06213,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,3,15,4,307,5,8,0.03441,0.03571,-0.2688,0.0,-0.01697,0.985,-0.05411,0.8684,
20210325_210000,3,3,9,238,5,0,0.2225,0.2234,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,3,15,4,307,5,0,-0.2119,-0.215,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,3,15,3,315,5,10,0.0573,0.05951,-0.2626,0.0,-0.009255,0.8684,-0.07697,0.9177,
20210325_210000,3,15,3,315,5,8,-0.05202,-0.04944,-0.2688,0.0,-0.01697,0.985,-0.05411,0.8684,
20210325_210000,3,15,3,315,5,1,0.6124,0.615,-0.7373,0.0,0.02301,-0.01697,0.0325,-0.009255,
20210325_210000,3,15,3,315,5,0,0.7935,0.7905,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,209,3,8,39,5,10,-0.1772,-0.177,-0.04764,0.0,-0.01256,0.2457,0.1549,0.1617,
20210325_210000,209,3,8,39,5,9,-0.0494,-0.04898,-0.5635,0.0,-0.005576,0.1993,0.3381,0.1549,
20210325_210000,209,3,8,39,5,8,0.08136,0.08142,0.03494,0.0,-0.017,0.4752,0.1993,0.2457,
20210325_210000,209,3,8,39,5,1,-0.1184,-0.1179,-0.6834,0.0,0.02067,-0.017,-0.005576,-0.01256,
20210325_210000,209,3,8,39,5,0,-0.2915,-0.2924,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,209,3,7,18,5,10,0.05239,0.05179,-0.04764,0.0,-0.01256,0.2457,0.1549,0.1617,
20210325_210000,3,15,3,315,5,9,0.02466,0.02466,-0.04944,0.0,0.0325,-0.05411,0.9111,-0.07697,
20210325_210000,209,3,7,18,5,8,0.0666,0.06567,0.03494,0.0,-0.017,0.4752,0.1993,0.2457,
20210325_210000,209,3,7,18,5,9,0.3505,0.3502,-0.5635,0.0,-0.005576,0.1993,0.3381,0.1549,
20210325_210000,209,3,6,17,5,0,-0.691,-0.6916,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,209,3,6,17,5,1,-0.02336,-0.02296,-0.6834,0.0,0.02067,-0.017,-0.005576,-0.01256,
20210325_210000,209,3,6,17,5,9,0.06286,0.06305,-0.5635,0.0,-0.005576,0.1993,0.3381,0.1549,
20210325_210000,209,3,7,18,5,0,-0.3642,-0.3644,1.0,0.0,0.0,0.0,0.0,0.0,
20210325_210000,209,3,7,18,5,1,-0.1049,-0.1048,-0.6834,0.0,0.02067,-0.017,-0.005576,-0.01256,
20210325_210000,209,3,6,17,5,8,-0.009754,-0.00971,0.03494,0.0,-0.017,0.4752,0.1993,0.2457,
20210326_030000,523,73,12,97,6,10,-0.06209,-0.05734,-0.1012,0.0,-0.00176,-0.02045,0.8104,0.2121,0.862
20210326_030000,523,73,14,97,6,1,-0.5075,-0.5063,-0.7155,0.0,0.02109,-0.02523,-0.0188,-0.0228,-0.00176
20210326_030000,523,73,13,97,6,0,-0.3623,-0.3677,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210326_030000,523,73,13,97,6,1,0.1969,0.2008,-0.7155,0.0,0.02109,-0.02523,-0.0188,-0.0228,-0.00176
20210326_030000,523,73,13,97,6,2,-0.178,-0.1824,0.5989,0.0,-0.02523,0.04131,-0.02501,0.05952,-0.02045
20210326_030000,523,73,13,97,6,8,-0.07576,-0.07449,-0.1158,0.0,-0.0188,-0.02501,0.9359,0.1351,0.8104
20210326_030000,523,73,13,97,6,9,0.2027,0.2026,-0.104,0.0,-0.0228,0.05952,0.1351,0.8934,0.2121
20210326_030000,523,73,13,97,6,10,-0.1643,-0.1616,-0.1012,0.0,-0.00176,-0.02045,0.8104,0.2121,0.862
20210326_030000,523,73,14,97,6,0,0.7859,0.7863,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210326_030000,523,73,15,92,6,0,-1.08,-1.082,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210326_030000,523,73,14,97,6,9,0.1512,0.1497,-0.104,0.0,-0.0228,0.05952,0.1351,0.8934,0.2121
20210326_030000,523,73,14,97,6,10,-0.01669,-0.01641,-0.1012,0.0,-0.00176,-0.02045,0.8104,0.2121,0.862
20210326_030000,523,73,15,92,6,1,0.7701,0.7719,-0.7155,0.0,0.02109,-0.02523,-0.0188,-0.0228,-0.00176
20210326_030000,523,73,15,92,6,2,-0.7237,-0.7261,0.5989,0.0,-0.02523,0.04131,-0.02501,0.05952,-0.02045
20210326_030000,523,73,15,92,6,8,-0.07958,-0.07483,-0.1158,0.0,-0.0188,-0.02501,0.9359,0.1351,0.8104
20210326_030000,523,73,15,92,6,9,0.2806,0.2797,-0.104,0.0,-0.0228,0.05952,0.1351,0.8934,0.2121
20210326_030000,523,73,15,92,6,10,-0.267,-0.2634,-0.1012,0.0,-0.00176,-0.02045,0.8104,0.2121,0.862
20210326_030000,523,73,12,97,6,9,0.07489,0.0718,-0.104,0.0,-0.0228,0.05952,0.1351,0.8934,0.2121
20210326_030000,523,73,14,97,6,8,0.063,0.06311,-0.1158,0.0,-0.0188,-0.02501,0.9359,0.1351,0.8104
20210326_030000,523,73,12,97,6,8,-0.07485,-0.07129,-0.1158,0.0,-0.0188,-0.02501,0.9359,0.1351,0.8104
20210326_030000,523,73,14,97,6,2,0.4656,0.4641,0.5989,0.0,-0.02523,0.04131,-0.02501,0.05952,-0.02045
20210326_030000,523,73,12,97,6,1,0.654,0.6586,-0.7155,0.0,0.02109,-0.02523,-0.0188,-0.0228,-0.00176
20210326_030000,523,73,12,97,6,2,-0.6176,-0.623,0.5989,0.0,-0.02523,0.04131,-0.02501,0.05952,-0.02045
20210326_030000,523,73,4,98,4,0,-1.653,-1.673,1.0,0.0,0.0,0.0,0.0,,
20210326_030000,523,73,4,98,4,8,-0.06607,-0.05289,-0.1158,0.0,0.9359,0.1351,0.8104,,
20210326_030000,523,73,4,98,4,9,0.07718,0.07585,-0.104,0.0,0.1351,0.8934,0.2121,,
20210326_030000,523,73,4,98,4,10,-0.07192,-0.06028,-0.1012,0.0,0.8104,0.2121,0.862,,
20210326_030000,523,73,5,98,4,0,-0.03727,-0.0417,1.0,0.0,0.0,0.0,0.0,,
20210326_030000,523,73,5,98,4,9,0.001782,0.001608,-0.104,0.0,0.1351,0.8934,0.2121,,
20210326_030000,523,73,5,98,4,10,0.03527,0.03607,-0.1012,0.0,0.8104,0.2121,0.862,,
20210326_030000,523,73,6,97,4,0,1.452,1.46,1.0,0.0,0.0,0.0,0.0,,
20210326_030000,523,73,5,98,4,8,0.06593,0.06935,-0.1158,0.0,0.9359,0.1351,0.8104,,
20210326_030000,523,73,6,97,4,9,0.03198,0.03048,-0.104,0.0,0.1351,0.8934,0.2121,,
20210326_030000,523,73,6,97,4,8,0.1322,0.1222,-0.1158,0.0,0.9359,0.1351,0.8104,,
20210326_030000,523,73,11,98,6,10,-0.07331,-0.07145,-0.1012,0.0,-0.00176,-0.02045,0.8104,0.2121,0.862
20210326_030000,523,73,11,98,6,9,0.05105,0.03934,-0.104,0.0,-0.0228,0.05952,0.1351,0.8934,0.2121
20210326_030000,523,73,11,98,6,8,-0.08021,-0.08108,-0.1158,0.0,-0.0188,-0.02501,0.9359,0.1351,0.8104
20210326_030000,523,73,12,97,6,0,-0.97,-0.9762,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210326_030000,523,73,11,98,6,1,0.6343,0.6421,-0.7155,0.0,0.02109,-0.02523,-0.0188,-0.0228,-0.00176
20210326_030000,523,73,11,98,6,0,-1.028,-1.039,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20210326_030000,523,73,6,97,4,10,0.1158,0.1065,-0.1012,0.0,0.8104,0.2121,0.862,,
20210326_030000,523,73,11,98,6,2,-0.6305,-0.6392,0.5989,0.0,-0.02523,0.04131,-0.02501,0.05952,-0.02045
20210326_060000,223,15,4,293,5,1,-0.01597,-0.02165,-0.7063,0.0,0.01382,0.02054,0.02752,0.01707,
20210326_060000,223,15,5,258,5,10,-0.02956,-0.0289,0.2834,0.0,0.01707,0.4046,0.6594,0.4969,
20210326_060000,223,15,5,258,5,9,-0.1145,-0.1194,-0.2841,0.0,0.02752,0.5611,0.9053,0.6594,
20210326_060000,223,15,5,258,5,8,-0.03985,-0.03939,0.3814,0.0,0.02054,0.4506,0.5611,0.4046,
20210326_060000,223,15,5,258,5,1,0.07497,0.06918,-0.7063,0.0,0.01382,0.02054,0.02752,0.01707,
20210326_060000,223,15,5,258,5,0,-0.4582,-0.4512,1.0,0.0,0.0,0.0,0.0,0.0,
20210326_060000,223,15,4,293,5,10,0.001422,-0.001083,0.2834,0.0,0.01707,0.4046,0.6594,0.4969,
20210326_060000,223,15,4,293,5,9,-0.02382,-0.03205,-0.2841,0.0,0.02752,0.5611,0.9053,0.6594,
20210326_060000,223,15,4,293,5,0,0.07638,0.0826,1.0,0.0,0.0,0.0,0.0,0.0,
20210326_060000,223,15,4,293,5,8,-0.01785,-0.02294,0.3814,0.0,0.02054,0.4506,0.5611,0.4046,
20210326_060000,223,3,9,274,5,9,0.09751,0.09985,-0.6002,0.0,0.02112,0.289,0.3633,0.2147,
20210326_060000,223,3,9,274,5,8,-0.2729,-0.2745,0.2026,0.0,0.01808,0.338,0.289,0.1824,
20210326_060000,223,3,9,274,5,1,0.373,0.3754,-0.7136,0.0,0.01491,0.01808,0.02112,0.01096,
20210326_060000,223,3,9,274,5,0,0.08923,0.08546,1.0,0.0,0.0,0.0,0.0,0.0,
20210326_060000,223,3,6,34,5,10,-0.05424,-0.05426,0.03146,0.0,0.01096,0.1824,0.2147,0.1352,
20210326_060000,223,3,6,34,5,9,-0.1003,-0.1001,-0.6002,0.0,0.02112,0.289,0.3633,0.2147,
20210326_060000,223,3,6,34,5,8,-0.02524,-0.02512,0.2026,0.0,0.01808,0.338,0.289,0.1824,
20210326_060000,223,3,6,34,5,1,0.002088,0.002416,-0.7136,0.0,0.01491,0.01808,0.02112,0.01096,
20210326_060000,223,3,6,34,5,0,-0.2697,-0.2702,1.0,0.0,0.0,0.0,0.0,0.0,
20210326_060000,223,3,9,274,5,10,0.1528,0.1527,0.03146,0.0,0.01096,0.1824,0.2147,0.1352,
20210326_090000,3,15,5,239,5,1,-0.01609,-0.02189,-0.6987,0.0,0.01701,-0.03151,-0.05722,-0.04799,
20210326_090000,3,15,5,239,5,8,-0.1386,-0.1446,0.01512,0.0,-0.03151,0.7944,0.3383,0.6255,
20210326_090000,3,15,5,239,5,9,0.07066,0.05849,-0.2196,0.0,-0.05722,0.3383,0.7768,0.4224,
20210326_090000,3,15,5,239,5,10,-0.06188,-0.06834,0.04317,0.0,-0.04799,0.6255,0.4224,0.6164,
20210326_090000,5,3,6,38,5,9,-0.09143,-0.0924,-0.2883,0.0,0.02177,0.2014,0.3749,0.2361,
