time,sat,sensor,channel,ndata,npred,pred_id,param0,param,predmean,predxcov_1,predxcov_2,predxcov_3,predxcov_4,predxcov_5,predxcov_6,mean_fg_depar,var_fg_depar,min_fg_depar,max_fg_depar,quantile_5_fg_depar,quantile_25_fg_depar,median_fg_depar,quantile_75_fg_depar,quantile_95_fg_depar,mean_an_depar,var_an_depar,min_an_depar,max_an_depar,quantile_5_an_depar,quantile_25_an_depar,median_an_depar,quantile_75_an_depar,quantile_95_an_depar,mean_biascorr_fg,var_biascorr_fg,min_biascorr_fg,max_biascorr_fg,quantile_5_biascorr_fg,quantile_25_biascorr_fg,median_biascorr_fg,quantile_75_biascorr_fg,quantile_95_biascorr_fg,mean_obsvalue,var_obsvalue,min_obsvalue,max_obsvalue,quantile_5_obsvalue,quantile_25_obsvalue,median_obsvalue,quantile_75_obsvalue,quantile_95_obsvalue,normalized_time,cycle
20210316_030000,523,73,12,90,6,2,-0.5532,-0.5602,0.4414,0.0,-0.06679,0.05354,0.08186,-0.123,0.04982,-1.193032,2.693134,-3.987426,3.816991,-3.734434,-2.298508,-1.235986,-0.154873,1.517756,-0.281135,0.484226,-2.167382,2.178095,-1.408139,-0.704134,-0.21743,0.075047,0.56048,-1.543243,0.200799,-2.169832,-0.707175,-2.13138,-1.956383,-1.60186,-1.187655,-0.837072,246.002,23.67903,237.93,263.07,239.4955,242.415,245.19,249.575,253.707,0.072072,3
20210316_030000,523,73,12,90,6,9,0.06838,0.06294,0.03202,0.0,0.1738,-0.123,0.1056,1.117,0.1986,-1.193032,2.693134,-3.987426,3.816991,-3.734434,-2.298508,-1.235986,-0.154873,1.517756,-0.281135,0.484226,-2.167382,2.178095,-1.408139,-0.704134,-0.21743,0.075047,0.56048,-1.543243,0.200799,-2.169832,-0.707175,-2.13138,-1.956383,-1.60186,-1.187655,-0.837072,246.002,23.67903,237.93,263.07,239.4955,242.415,245.19,249.575,253.707,0.072072,3
20210316_030000,523,73,14,90,6,8,0.06949,0.06677,-0.09944,0.0,-0.09227,0.08186,1.056,0.1056,1.026,-0.475999,1.980654,-3.707586,3.915462,-2.744535,-1.255386,-0.591914,0.326036,1.787516,0.00018,0.453927,-1.556468,2.375882,-1.004328,-0.423894,-0.018137,0.282818,1.365431,1.399712,0.069115,1.015185,1.905659,1.07732,1.174451,1.325016,1.613074,1.876365,260.484,17.366946,253.77,274.34,254.9595,257.5325,259.785,263.4125,267.989,0.072072,3
20210316_030000,523,73,14,90,6,0,0.7511,0.7493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.475999,1.980654,-3.707586,3.915462,-2.744535,-1.255386,-0.591914,0.326036,1.787516,0.00018,0.453927,-1.556468,2.375882,-1.004328,-0.423894,-0.018137,0.282818,1.365431,1.399712,0.069115,1.015185,1.905659,1.07732,1.174451,1.325016,1.613074,1.876365,260.484,17.366946,253.77,274.34,254.9595,257.5325,259.785,263.4125,267.989,0.072072,3
20210316_030000,523,73,14,90,6,1,-0.5032,-0.4992,-0.8767,0.0,0.09006,-0.06679,-0.09227,0.1738,-0.0594,-0.475999,1.980654,-3.707586,3.915462,-2.744535,-1.255386,-0.591914,0.326036,1.787516,0.00018,0.453927,-1.556468,2.375882,-1.004328,-0.423894,-0.018137,0.282818,1.365431,1.399712,0.069115,1.015185,1.905659,1.07732,1.174451,1.325016,1.613074,1.876365,260.484,17.366946,253.77,274.34,254.9595,257.5325,259.785,263.4125,267.989,0.072072,3
20210316_030000,523,73,14,90,6,9,0.1603,0.1624,0.03202,0.0,0.1738,-0.123,0.1056,1.117,0.1986,-0.475999,1.980654,-3.707586,3.915462,-2.744535,-1.255386,-0.591914,0.326036,1.787516,0.00018,0.453927,-1.556468,2.375882,-1.004328,-0.423894,-0.018137,0.282818,1.365431,1.399712,0.069115,1.015185,1.905659,1.07732,1.174451,1.325016,1.613074,1.876365,260.484,17.366946,253.77,274.34,254.9595,257.5325,259.785,263.4125,267.989,0.072072,3
20210316_030000,523,73,14,90,6,10,-0.005624,-0.009664,-0.1012,0.0,-0.0594,0.04982,1.026,0.1986,1.21,-0.475999,1.980654,-3.707586,3.915462,-2.744535,-1.255386,-0.591914,0.326036,1.787516,0.00018,0.453927,-1.556468,2.375882,-1.004328,-0.423894,-0.018137,0.282818,1.365431,1.399712,0.069115,1.015185,1.905659,1.07732,1.174451,1.325016,1.613074,1.876365,260.484,17.366946,253.77,274.34,254.9595,257.5325,259.785,263.4125,267.989,0.072072,3
20210316_030000,523,73,14,90,6,2,0.4645,0.4614,0.4414,0.0,-0.06679,0.05354,0.08186,-0.123,0.04982,-0.475999,1.980654,-3.707586,3.915462,-2.744535,-1.255386,-0.591914,0.326036,1.787516,0.00018,0.453927,-1.556468,2.375882,-1.004328,-0.423894,-0.018137,0.282818,1.365431,1.399712,0.069115,1.015185,1.905659,1.07732,1.174451,1.325016,1.613074,1.876365,260.484,17.366946,253.77,274.34,254.9595,257.5325,259.785,263.4125,267.989,0.072072,3
20210316_030000,523,73,15,86,6,10,-0.2619,-0.254,-0.1012,0.0,-0.0594,0.04982,1.026,0.1986,1.21,-0.182218,1.914497,-3.490222,3.854302,-2.403427,-1.068617,-0.060204,0.618082,1.928521,-0.040948,0.793187,-2.807572,1.722171,-1.884702,-0.566704,0.164135,0.594857,1.034272,-1.892936,0.700965,-2.870009,0.080532,-2.790806,-2.634149,-2.138953,-1.271413,-0.366351,261.886744,9.714752,256.27,273.15,257.42,259.9175,261.41,263.7175,266.6975,0.072072,3
20210316_030000,523,73,15,86,6,0,-1.016,-1.017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.182218,1.914497,-3.490222,3.854302,-2.403427,-1.068617,-0.060204,0.618082,1.928521,-0.040948,0.793187,-2.807572,1.722171,-1.884702,-0.566704,0.164135,0.594857,1.034272,-1.892936,0.700965,-2.870009,0.080532,-2.790806,-2.634149,-2.138953,-1.271413,-0.366351,261.886744,9.714752,256.27,273.15,257.42,259.9175,261.41,263.7175,266.6975,0.072072,3
20210316_030000,523,73,15,86,6,1,0.7493,0.745,-0.8767,0.0,0.09006,-0.06679,-0.09227,0.1738,-0.0594,-0.182218,1.914497,-3.490222,3.854302,-2.403427,-1.068617,-0.060204,0.618082,1.928521,-0.040948,0.793187,-2.807572,1.722171,-1.884702,-0.566704,0.164135,0.594857,1.034272,-1.892936,0.700965,-2.870009,0.080532,-2.790806,-2.634149,-2.138953,-1.271413,-0.366351,261.886744,9.714752,256.27,273.15,257.42,259.9175,261.41,263.7175,266.6975,0.072072,3
20210316_030000,523,73,15,86,6,2,-0.7095,-0.7062,0.4414,0.0,-0.06679,0.05354,0.08186,-0.123,0.04982,-0.182218,1.914497,-3.490222,3.854302,-2.403427,-1.068617,-0.060204,0.618082,1.928521,-0.040948,0.793187,-2.807572,1.722171,-1.884702,-0.566704,0.164135,0.594857,1.034272,-1.892936,0.700965,-2.870009,0.080532,-2.790806,-2.634149,-2.138953,-1.271413,-0.366351,261.886744,9.714752,256.27,273.15,257.42,259.9175,261.41,263.7175,266.6975,0.072072,3
20210316_030000,523,73,15,86,6,8,-0.08084,-0.06911,-0.09944,0.0,-0.09227,0.08186,1.056,0.1056,1.026,-0.182218,1.914497,-3.490222,3.854302,-2.403427,-1.068617,-0.060204,0.618082,1.928521,-0.040948,0.793187,-2.807572,1.722171,-1.884702,-0.566704,0.164135,0.594857,1.034272,-1.892936,0.700965,-2.870009,0.080532,-2.790806,-2.634149,-2.138953,-1.271413,-0.366351,261.886744,9.714752,256.27,273.15,257.42,259.9175,261.41,263.7175,266.6975,0.072072,3
20210316_030000,523,73,15,86,6,9,0.3098,0.2982,0.03202,0.0,0.1738,-0.123,0.1056,1.117,0.1986,-0.182218,1.914497,-3.490222,3.854302,-2.403427,-1.068617,-0.060204,0.618082,1.928521,-0.040948,0.793187,-2.807572,1.722171,-1.884702,-0.566704,0.164135,0.594857,1.034272,-1.892936,0.700965,-2.870009,0.080532,-2.790806,-2.634149,-2.138953,-1.271413,-0.366351,261.886744,9.714752,256.27,273.15,257.42,259.9175,261.41,263.7175,266.6975,0.072072,3
20210316_030000,523,73,13,90,6,0,-0.279,-0.2885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.893649,2.395442,-4.404497,3.804529,-3.200783,-1.870644,-1.088236,-0.033308,1.814363,-0.186227,0.485368,-2.14804,2.108856,-1.247809,-0.537363,-0.246157,0.087524,1.097667,-0.382692,0.166301,-0.774844,0.695237,-0.749941,-0.686401,-0.550767,-0.082476,0.394664,253.359111,20.316548,246.06,268.26,247.9205,250.05,252.485,256.3175,261.1735,0.072072,3
20210316_030000,523,73,13,90,6,1,0.1462,0.1529,-0.8767,0.0,0.09006,-0.06679,-0.09227,0.1738,-0.0594,-0.893649,2.395442,-4.404497,3.804529,-3.200783,-1.870644,-1.088236,-0.033308,1.814363,-0.186227,0.485368,-2.14804,2.108856,-1.247809,-0.537363,-0.246157,0.087524,1.097667,-0.382692,0.166301,-0.774844,0.695237,-0.749941,-0.686401,-0.550767,-0.082476,0.394664,253.359111,20.316548,246.06,268.26,247.9205,250.05,252.485,256.3175,261.1735,0.072072,3
20210316_030000,523,73,13,90,6,2,-0.1363,-0.1415,0.4414,0.0,-0.06679,0.05354,0.08186,-0.123,0.04982,-0.893649,2.395442,-4.404497,3.804529,-3.200783,-1.870644,-1.088236,-0.033308,1.814363,-0.186227,0.485368,-2.14804,2.108856,-1.247809,-0.537363,-0.246157,0.087524,1.097667,-0.382692,0.166301,-0.774844,0.695237,-0.749941,-0.686401,-0.550767,-0.082476,0.394664,253.359111,20.316548,246.06,268.26,247.9205,250.05,252.485,256.3175,261.1735,0.072072,3
20210316_030000,523,73,13,90,6,8,-0.07334,-0.06798,-0.09944,0.0,-0.09227,0.08186,1.056,0.1056,1.026,-0.893649,2.395442,-4.404497,3.804529,-3.200783,-1.870644,-1.088236,-0.033308,1.814363,-0.186227,0.485368,-2.14804,2.108856,-1.247809,-0.537363,-0.246157,0.087524,1.097667,-0.382692,0.166301,-0.774844,0.695237,-0.749941,-0.686401,-0.550767,-0.082476,0.394664,253.359111,20.316548,246.06,268.26,247.9205,250.05,252.485,256.3175,261.1735,0.072072,3
20210316_030000,523,73,13,90,6,9,0.2073,0.2031,0.03202,0.0,0.1738,-0.123,0.1056,1.117,0.1986,-0.893649,2.395442,-4.404497,3.804529,-3.200783,-1.870644,-1.088236,-0.033308,1.814363,-0.186227,0.485368,-2.14804,2.108856,-1.247809,-0.537363,-0.246157,0.087524,1.097667,-0.382692,0.166301,-0.774844,0.695237,-0.749941,-0.686401,-0.550767,-0.082476,0.394664,253.359111,20.316548,246.06,268.26,247.9205,250.05,252.485,256.3175,261.1735,0.072072,3
20210316_030000,523,73,13,90,6,10,-0.1629,-0.1597,-0.1012,0.0,-0.0594,0.04982,1.026,0.1986,1.21,-0.893649,2.395442,-4.404497,3.804529,-3.200783,-1.870644,-1.088236,-0.033308,1.814363,-0.186227,0.485368,-2.14804,2.108856,-1.247809,-0.537363,-0.246157,0.087524,1.097667,-0.382692,0.166301,-0.774844,0.695237,-0.749941,-0.686401,-0.550767,-0.082476,0.394664,253.359111,20.316548,246.06,268.26,247.9205,250.05,252.485,256.3175,261.1735,0.072072,3
20210316_060000,223,3,9,356,5,10,0.1453,0.1461,-0.09788,0.0,0.08742,0.2808,0.1154,0.1804,,0.326201,0.03758,-0.339592,0.828766,0.006356,0.192954,0.327935,0.454551,0.645374,-0.015992,0.021986,-0.498301,0.386729,-0.263478,-0.118924,-0.003264,0.083983,0.210253,-0.302768,0.013564,-0.55242,0.028736,-0.471843,-0.391581,-0.31722,-0.216779,-0.093152,215.625253,3.601058,211.22,218.14,212.2425,214.075,216.0,217.4425,217.8525,0.076577,6
20210316_060000,223,3,9,356,5,0,0.1017,0.1021,1.0,0.0,0.0,0.0,0.0,0.0,,0.326201,0.03758,-0.339592,0.828766,0.006356,0.192954,0.327935,0.454551,0.645374,-0.015992,0.021986,-0.498301,0.386729,-0.263478,-0.118924,-0.003264,0.083983,0.210253,-0.302768,0.013564,-0.55242,0.028736,-0.471843,-0.391581,-0.31722,-0.216779,-0.093152,215.625253,3.601058,211.22,218.14,212.2425,214.075,216.0,217.4425,217.8525,0.076577,6
20210316_060000,223,3,9,356,5,1,0.3638,0.3638,-1.004,0.0,0.07225,0.169,0.0741,0.08742,,0.326201,0.03758,-0.339592,0.828766,0.006356,0.192954,0.327935,0.454551,0.645374,-0.015992,0.021986,-0.498301,0.386729,-0.263478,-0.118924,-0.003264,0.083983,0.210253,-0.302768,0.013564,-0.55242,0.028736,-0.471843,-0.391581,-0.31722,-0.216779,-0.093152,215.625253,3.601058,211.22,218.14,212.2425,214.075,216.0,217.4425,217.8525,0.076577,6
20210316_060000,223,3,9,356,5,8,-0.2871,-0.2856,-0.06145,0.0,0.169,0.5391,0.1413,0.2808,,0.326201,0.03758,-0.339592,0.828766,0.006356,0.192954,0.327935,0.454551,0.645374,-0.015992,0.021986,-0.498301,0.386729,-0.263478,-0.118924,-0.003264,0.083983,0.210253,-0.302768,0.013564,-0.55242,0.028736,-0.471843,-0.391581,-0.31722,-0.216779,-0.093152,215.625253,3.601058,211.22,218.14,212.2425,214.075,216.0,217.4425,217.8525,0.076577,6
20210316_060000,223,3,9,356,5,9,0.1074,0.1069,-0.5309,0.0,0.0741,0.1413,0.3329,0.1154,,0.326201,0.03758,-0.339592,0.828766,0.006356,0.192954,0.327935,0.454551,0.645374,-0.015992,0.021986,-0.498301,0.386729,-0.263478,-0.118924,-0.003264,0.083983,0.210253,-0.302768,0.013564,-0.55242,0.028736,-0.471843,-0.391581,-0.31722,-0.216779,-0.093152,215.625253,3.601058,211.22,218.14,212.2425,214.075,216.0,217.4425,217.8525,0.076577,6
20210316_060000,223,3,6,54,5,0,-0.2636,-0.2634,1.0,0.0,0.0,0.0,0.0,0.0,,0.041969,0.018257,-0.260826,0.414964,-0.168622,-0.035763,0.022936,0.118842,0.270264,0.010286,0.016088,-0.27339,0.347904,-0.200673,-0.069733,0.008452,0.090024,0.211273,-0.232577,0.005253,-0.42363,-0.133499,-0.373185,-0.288739,-0.218183,-0.176529,-0.14388,229.371111,1.71667,226.36,231.61,227.4765,228.365,229.385,230.585,231.2215,0.076577,6
20210316_060000,223,3,6,54,5,1,-0.002598,-0.002879,-1.004,0.0,0.07225,0.169,0.0741,0.08742,,0.041969,0.018257,-0.260826,0.414964,-0.168622,-0.035763,0.022936,0.118842,0.270264,0.010286,0.016088,-0.27339,0.347904,-0.200673,-0.069733,0.008452,0.090024,0.211273,-0.232577,0.005253,-0.42363,-0.133499,-0.373185,-0.288739,-0.218183,-0.176529,-0.14388,229.371111,1.71667,226.36,231.61,227.4765,228.365,229.385,230.585,231.2215,0.076577,6
20210316_060000,223,3,6,54,5,8,-0.02366,-0.02388,-0.06145,0.0,0.169,0.5391,0.1413,0.2808,,0.041969,0.018257,-0.260826,0.414964,-0.168622,-0.035763,0.022936,0.118842,0.270264,0.010286,0.016088,-0.27339,0.347904,-0.200673,-0.069733,0.008452,0.090024,0.211273,-0.232577,0.005253,-0.42363,-0.133499,-0.373185,-0.288739,-0.218183,-0.176529,-0.14388,229.371111,1.71667,226.36,231.61,227.4765,228.365,229.385,230.585,231.2215,0.076577,6
20210316_060000,223,3,6,54,5,9,-0.09909,-0.0993,-0.5309,0.0,0.0741,0.1413,0.3329,0.1154,,0.041969,0.018257,-0.260826,0.414964,-0.168622,-0.035763,0.022936,0.118842,0.270264,0.010286,0.016088,-0.27339,0.347904,-0.200673,-0.069733,0.008452,0.090024,0.211273,-0.232577,0.005253,-0.42363,-0.133499,-0.373185,-0.288739,-0.218183,-0.176529,-0.14388,229.371111,1.71667,226.36,231.61,227.4765,228.365,229.385,230.585,231.2215,0.076577,6
20210316_060000,223,3,6,54,5,10,-0.05248,-0.05269,-0.09788,0.0,0.08742,0.2808,0.1154,0.1804,,0.041969,0.018257,-0.260826,0.414964,-0.168622,-0.035763,0.022936,0.118842,0.270264,0.010286,0.016088,-0.27339,0.347904,-0.200673,-0.069733,0.008452,0.090024,0.211273,-0.232577,0.005253,-0.42363,-0.133499,-0.373185,-0.288739,-0.218183,-0.176529,-0.14388,229.371111,1.71667,226.36,231.61,227.4765,228.365,229.385,230.585,231.2215,0.076577,6
20210316_060000,223,15,5,342,5,10,0.01927,0.00756,0.1236,0.0,0.1515,0.5244,0.5211,0.5267,,-0.284724,2.289142,-7.413157,3.330861,-3.330068,-0.944776,-0.022736,0.623032,1.542575,-0.107107,0.872366,-5.018582,1.561721,-1.927332,-0.423211,0.031924,0.479601,1.071153,-0.683625,0.002463,-0.793049,-0.60995,-0.774688,-0.721763,-0.66637,-0.64074,-0.625516,262.425497,8.818024,253.71,269.54,256.9865,260.5225,262.625,264.855,266.705,0.076577,6
20210316_060000,223,15,5,342,5,9,-0.0345,-0.04412,-0.2844,0.0,0.152,0.4442,0.7636,0.5211,,-0.284724,2.289142,-7.413157,3.330861,-3.330068,-0.944776,-0.022736,0.623032,1.542575,-0.107107,0.872366,-5.018582,1.561721,-1.927332,-0.423211,0.031924,0.479601,1.071153,-0.683625,0.002463,-0.793049,-0.60995,-0.774688,-0.721763,-0.66637,-0.64074,-0.625516,262.425497,8.818024,253.71,269.54,256.9865,260.5225,262.625,264.855,266.705,0.076577,6
20210316_060000,223,15,5,342,5,0,-0.564,-0.5787,1.0,0.0,0.0,0.0,0.0,0.0,,-0.284724,2.289142,-7.413157,3.330861,-3.330068,-0.944776,-0.022736,0.623032,1.542575,-0.107107,0.872366,-5.018582,1.561721,-1.927332,-0.423211,0.031924,0.479601,1.071153,-0.683625,0.002463,-0.793049,-0.60995,-0.774688,-0.721763,-0.66637,-0.64074,-0.625516,262.425497,8.818024,253.71,269.54,256.9865,260.5225,262.625,264.855,266.705,0.076577,6
20210316_060000,223,15,5,342,5,1,0.1385,0.1462,-0.9541,0.0,0.08665,0.2085,0.152,0.1515,,-0.284724,2.289142,-7.413157,3.330861,-3.330068,-0.944776,-0.022736,0.623032,1.542575,-0.107107,0.872366,-5.018582,1.561721,-1.927332,-0.423211,0.031924,0.479601,1.071153,-0.683625,0.002463,-0.793049,-0.60995,-0.774688,-0.721763,-0.66637,-0.64074,-0.625516,262.425497,8.818024,253.71,269.54,256.9865,260.5225,262.625,264.855,266.705,0.076577,6
20210316_060000,223,15,5,342,5,8,0.01123,-0.004592,0.1118,0.0,0.2085,0.6866,0.4442,0.5244,,-0.284724,2.289142,-7.413157,3.330861,-3.330068,-0.944776,-0.022736,0.623032,1.542575,-0.107107,0.872366,-5.018582,1.561721,-1.927332,-0.423211,0.031924,0.479601,1.071153,-0.683625,0.002463,-0.793049,-0.60995,-0.774688,-0.721763,-0.66637,-0.64074,-0.625516,262.425497,8.818024,253.71,269.54,256.9865,260.5225,262.625,264.855,266.705,0.076577,6
20210316_060000,223,15,4,371,5,0,0.1128,0.0939,1.0,0.0,0.0,0.0,0.0,0.0,,-0.316472,2.249398,-5.050801,4.835286,-2.859379,-1.293943,-0.282471,0.68294,2.272546,-0.082616,0.509803,-3.323189,1.775066,-1.17751,-0.540337,-0.092731,0.353306,1.105063,0.184304,0.000946,0.119604,0.227896,0.12736,0.160977,0.191431,0.211006,0.222781,254.630889,14.761672,246.81,266.69,248.85,251.515,254.53,257.745,260.795,0.076577,6
20210316_060000,223,15,4,371,5,1,-0.06342,-0.04686,-0.9541,0.0,0.08665,0.2085,0.152,0.1515,,-0.316472,2.249398,-5.050801,4.835286,-2.859379,-1.293943,-0.282471,0.68294,2.272546,-0.082616,0.509803,-3.323189,1.775066,-1.17751,-0.540337,-0.092731,0.353306,1.105063,0.184304,0.000946,0.119604,0.227896,0.12736,0.160977,0.191431,0.211006,0.222781,254.630889,14.761672,246.81,266.69,248.85,251.515,254.53,257.745,260.795,0.076577,6
20210316_060000,223,15,4,371,5,8,-0.002348,-0.007699,0.1118,0.0,0.2085,0.6866,0.4442,0.5244,,-0.316472,2.249398,-5.050801,4.835286,-2.859379,-1.293943,-0.282471,0.68294,2.272546,-0.082616,0.509803,-3.323189,1.775066,-1.17751,-0.540337,-0.092731,0.353306,1.105063,0.184304,0.000946,0.119604,0.227896,0.12736,0.160977,0.191431,0.211006,0.222781,254.630889,14.761672,246.81,266.69,248.85,251.515,254.53,257.745,260.795,0.076577,6
20210316_060000,223,15,4,371,5,9,-0.02613,-0.01672,-0.2844,0.0,0.152,0.4442,0.7636,0.5211,,-0.316472,2.249398,-5.050801,4.835286,-2.859379,-1.293943,-0.282471,0.68294,2.272546,-0.082616,0.509803,-3.323189,1.775066,-1.17751,-0.540337,-0.092731,0.353306,1.105063,0.184304,0.000946,0.119604,0.227896,0.12736,0.160977,0.191431,0.211006,0.222781,254.630889,14.761672,246.81,266.69,248.85,251.515,254.53,257.745,260.795,0.076577,6
20210316_060000,223,15,4,371,5,10,0.002337,0.002285,0.1236,0.0,0.1515,0.5244,0.5211,0.5267,,-0.316472,2.249398,-5.050801,4.835286,-2.859379,-1.293943,-0.282471,0.68294,2.272546,-0.082616,0.509803,-3.323189,1.775066,-1.17751,-0.540337,-0.092731,0.353306,1.105063,0.184304,0.000946,0.119604,0.227896,0.12736,0.160977,0.191431,0.211006,0.222781,254.630889,14.761672,246.81,266.69,248.85,251.515,254.53,257.745,260.795,0.076577,6
20210316_120000,523,73,13,42,6,8,-0.1219,-0.123,0.8703,0.0,0.09183,-0.06372,0.2968,0.588,0.4625,-0.344732,2.737286,-2.240319,6.778468,-1.743579,-1.321887,-0.73713,-0.163884,2.640009,-0.025783,0.209664,-1.106749,1.308164,-0.701248,-0.259847,-0.067803,0.139176,0.673228,-0.760928,0.007523,-0.881267,-0.582959,-0.869868,-0.844297,-0.768198,-0.695419,-0.612936,252.949048,19.120872,244.75,261.9,245.4755,251.26,253.535,255.5275,259.522,0.085586,12
20210316_120000,523,73,13,42,6,0,-0.3038,-0.3049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.344732,2.737286,-2.240319,6.778468,-1.743579,-1.321887,-0.73713,-0.163884,2.640009,-0.025783,0.209664,-1.106749,1.308164,-0.701248,-0.259847,-0.067803,0.139176,0.673228,-0.760928,0.007523,-0.881267,-0.582959,-0.869868,-0.844297,-0.768198,-0.695419,-0.612936,252.949048,19.120872,244.75,261.9,245.4755,251.26,253.535,255.5275,259.522,0.085586,12
20210316_120000,523,73,13,42,6,1,0.1537,0.1545,-1.098,0.0,0.04295,-0.02793,0.09183,0.203,0.1691,-0.344732,2.737286,-2.240319,6.778468,-1.743579,-1.321887,-0.73713,-0.163884,2.640009,-0.025783,0.209664,-1.106749,1.308164,-0.701248,-0.259847,-0.067803,0.139176,0.673228,-0.760928,0.007523,-0.881267,-0.582959,-0.869868,-0.844297,-0.768198,-0.695419,-0.612936,252.949048,19.120872,244.75,261.9,245.4755,251.26,253.535,255.5275,259.522,0.085586,12
20210316_120000,523,73,13,42,6,2,-0.1474,-0.1482,0.6364,0.0,-0.02793,0.01981,-0.06372,-0.1439,-0.1211,-0.344732,2.737286,-2.240319,6.778468,-1.743579,-1.321887,-0.73713,-0.163884,2.640009,-0.025783,0.209664,-1.106749,1.308164,-0.701248,-0.259847,-0.067803,0.139176,0.673228,-0.760928,0.007523,-0.881267,-0.582959,-0.869868,-0.844297,-0.768198,-0.695419,-0.612936,252.949048,19.120872,244.75,261.9,245.4755,251.26,253.535,255.5275,259.522,0.085586,12
20210316_120000,523,73,13,42,6,9,0.03784,0.03713,0.4306,0.0,0.203,-0.1439,0.588,1.293,1.06,-0.344732,2.737286,-2.240319,6.778468,-1.743579,-1.321887,-0.73713,-0.163884,2.640009,-0.025783,0.209664,-1.106749,1.308164,-0.701248,-0.259847,-0.067803,0.139176,0.673228,-0.760928,0.007523,-0.881267,-0.582959,-0.869868,-0.844297,-0.768198,-0.695419,-0.612936,252.949048,19.120872,244.75,261.9,245.4755,251.26,253.535,255.5275,259.522,0.085586,12
20210316_120000,523,73,13,42,6,10,-0.1074,-0.1085,0.8355,0.0,0.1691,-0.1211,0.4625,1.06,0.8929,-0.344732,2.737286,-2.240319,6.778468,-1.743579,-1.321887,-0.73713,-0.163884,2.640009,-0.025783,0.209664,-1.106749,1.308164,-0.701248,-0.259847,-0.067803,0.139176,0.673228,-0.760928,0.007523,-0.881267,-0.582959,-0.869868,-0.844297,-0.768198,-0.695419,-0.612936,252.949048,19.120872,244.75,261.9,245.4755,251.26,253.535,255.5275,259.522,0.085586,12
20210316_120000,523,73,12,42,6,10,-0.2584,-0.2585,0.8355,0.0,0.1691,-0.1211,0.4625,1.06,0.8929,-0.523479,2.813589,-2.80775,6.581029,-2.507029,-1.658516,-0.814509,0.079551,2.131523,-0.073696,0.307182,-1.231156,1.745435,-1.116915,-0.400478,-0.051918,0.279506,0.595281,-1.979857,0.071823,-2.359398,-1.490076,-2.321612,-2.240187,-1.999371,-1.75709,-1.54364,245.830952,20.61517,236.04,254.53,238.245,244.1825,246.425,248.5775,252.129,0.085586,12
20210316_120000,523,73,12,42,6,8,-0.2691,-0.2698,0.8703,0.0,0.09183,-0.06372,0.2968,0.588,0.4625,-0.523479,2.813589,-2.80775,6.581029,-2.507029,-1.658516,-0.814509,0.079551,2.131523,-0.073696,0.307182,-1.231156,1.745435,-1.116915,-0.400478,-0.051918,0.279506,0.595281,-1.979857,0.071823,-2.359398,-1.490076,-2.321612,-2.240187,-1.999371,-1.75709,-1.54364,245.830952,20.61517,236.04,254.53,238.245,244.1825,246.425,248.5775,252.129,0.085586,12
20210316_120000,523,73,12,42,6,2,-0.4033,-0.4053,0.6364,0.0,-0.02793,0.01981,-0.06372,-0.1439,-0.1211,-0.523479,2.813589,-2.80775,6.581029,-2.507029,-1.658516,-0.814509,0.079551,2.131523,-0.073696,0.307182,-1.231156,1.745435,-1.116915,-0.400478,-0.051918,0.279506,0.595281,-1.979857,0.071823,-2.359398,-1.490076,-2.321612,-2.240187,-1.999371,-1.75709,-1.54364,245.830952,20.61517,236.04,254.53,238.245,244.1825,246.425,248.5775,252.129,0.085586,12
20210316_120000,523,73,12,42,6,9,0.01206,0.01285,0.4306,0.0,0.203,-0.1439,0.588,1.293,1.06,-0.523479,2.813589,-2.80775,6.581029,-2.507029,-1.658516,-0.814509,0.079551,2.131523,-0.073696,0.307182,-1.231156,1.745435,-1.116915,-0.400478,-0.051918,0.279506,0.595281,-1.979857,0.071823,-2.359398,-1.490076,-2.321612,-2.240187,-1.999371,-1.75709,-1.54364,245.830952,20.61517,236.04,254.53,238.245,244.1825,246.425,248.5775,252.129,0.085586,12
20210316_120000,523,73,12,42,6,0,-0.7303,-0.7323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.523479,2.813589,-2.80775,6.581029,-2.507029,-1.658516,-0.814509,0.079551,2.131523,-0.073696,0.307182,-1.231156,1.745435,-1.116915,-0.400478,-0.051918,0.279506,0.595281,-1.979857,0.071823,-2.359398,-1.490076,-2.321612,-2.240187,-1.999371,-1.75709,-1.54364,245.830952,20.61517,236.04,254.53,238.245,244.1825,246.425,248.5775,252.129,0.085586,12
20210316_120000,523,73,12,42,6,1,0.4522,0.4546,-1.098,0.0,0.04295,-0.02793,0.09183,0.203,0.1691,-0.523479,2.813589,-2.80775,6.581029,-2.507029,-1.658516,-0.814509,0.079551,2.131523,-0.073696,0.307182,-1.231156,1.745435,-1.116915,-0.400478,-0.051918,0.279506,0.595281,-1.979857,0.071823,-2.359398,-1.490076,-2.321612,-2.240187,-1.999371,-1.75709,-1.54364,245.830952,20.61517,236.04,254.53,238.245,244.1825,246.425,248.5775,252.129,0.085586,12
