time,sat,sensor,channel,ndata,npred,pred_id,param0,param,predmean,predxcov_1,predxcov_2,predxcov_3,predxcov_4,predxcov_5,predxcov_6,mean_fg_depar,var_fg_depar,q25_fg_depar,q50_fg_depar,q75_fg_depar,mean_an_depar,var_an_depar,q25_an_depar,q50_an_depar,q75_an_depar,mean_biascorr_fg,var_biascorr_fg,q25_biascorr_fg,q50_biascorr_fg,q75_biascorr_fg,mean_obs,var_obs,q25_obs,q50_obs,q75_obs,q25_anchors,q50_anchors,q75_anchors,normalized_time,cycle
20210314_030000,523,73,4,53,4,0,-0.9063,-0.9419,1.0,0.0,0.0,0.0,0.0,,,-1.387,0.517,-1.7795,-1.2858,-0.9694,-1.3909,0.5149,-1.7865,-1.2804,-0.9858,-0.8513,0.0176,-0.9102,-0.7998,-0.7457,215.2492,1.808,214.42,215.49,216.13,217.1275,218.2475,220.455,0.0,3
20210314_030000,523,73,4,53,4,8,0.03789,0.0349,0.243,0.0,0.6059,0.5468,0.5106,,,-1.387,0.517,-1.7795,-1.2858,-0.9694,-1.3909,0.5149,-1.7865,-1.2804,-0.9858,-0.8513,0.0176,-0.9102,-0.7998,-0.7457,215.2492,1.808,214.42,215.49,216.13,217.1275,218.2475,220.455,0.0,3
20210314_030000,523,73,4,53,4,9,-0.1588,-0.1426,-0.2666,0.0,0.5468,0.909,0.674,,,-1.387,0.517,-1.7795,-1.2858,-0.9694,-1.3909,0.5149,-1.7865,-1.2804,-0.9858,-0.8513,0.0176,-0.9102,-0.7998,-0.7457,215.2492,1.808,214.42,215.49,216.13,217.1275,218.2475,220.455,0.0,3
20210314_030000,523,73,4,53,4,10,0.006113,0.004153,0.2257,0.0,0.5106,0.674,0.5922,,,-1.387,0.517,-1.7795,-1.2858,-0.9694,-1.3909,0.5149,-1.7865,-1.2804,-0.9858,-0.8513,0.0176,-0.9102,-0.7998,-0.7457,215.2492,1.808,214.42,215.49,216.13,217.1275,218.2475,220.455,0.0,3
20210314_030000,523,73,5,53,4,0,0.002954,0.001311,1.0,0.0,0.0,0.0,0.0,,,-0.0519,0.41,-0.5852,-0.0359,0.4683,-0.069,0.4061,-0.6013,-0.0636,0.4571,0.0249,0.0061,-0.0207,0.0227,0.0699,226.9194,4.3852,226.15,227.5,228.58,220.62,223.86,225.25,0.0,3
20210314_030000,523,73,5,53,4,8,0.08033,0.08326,0.243,0.0,0.6059,0.5468,0.5106,,,-0.0519,0.41,-0.5852,-0.0359,0.4683,-0.069,0.4061,-0.6013,-0.0636,0.4571,0.0249,0.0061,-0.0207,0.0227,0.0699,226.9194,4.3852,226.15,227.5,228.58,220.62,223.86,225.25,0.0,3
20210314_030000,523,73,5,53,4,9,-0.01736,-0.01637,-0.2666,0.0,0.5468,0.909,0.674,,,-0.0519,0.41,-0.5852,-0.0359,0.4683,-0.069,0.4061,-0.6013,-0.0636,0.4571,0.0249,0.0061,-0.0207,0.0227,0.0699,226.9194,4.3852,226.15,227.5,228.58,220.62,223.86,225.25,0.0,3
20210314_030000,523,73,5,53,4,10,0.03338,0.03538,0.2257,0.0,0.5106,0.674,0.5922,,,-0.0519,0.41,-0.5852,-0.0359,0.4683,-0.069,0.4061,-0.6013,-0.0636,0.4571,0.0249,0.0061,-0.0207,0.0227,0.0699,226.9194,4.3852,226.15,227.5,228.58,220.62,223.86,225.25,0.0,3
20210314_030000,523,73,6,53,4,0,0.7762,0.804,1.0,0.0,0.0,0.0,0.0,,,1.0919,0.6194,0.5237,1.1664,1.6826,1.0729,0.6068,0.5193,1.148,1.6763,0.7298,0.0791,0.5232,0.613,0.7773,235.3309,8.2279,234.32,235.98,237.09,222.54,222.88,225.42,0.0,3
20210314_030000,523,73,6,53,4,8,0.06052,0.05987,0.243,0.0,0.6059,0.5468,0.5106,,,1.0919,0.6194,0.5237,1.1664,1.6826,1.0729,0.6068,0.5193,1.148,1.6763,0.7298,0.0791,0.5232,0.613,0.7773,235.3309,8.2279,234.32,235.98,237.09,222.54,222.88,225.42,0.0,3
20210314_030000,523,73,6,53,4,9,0.2099,0.1947,-0.2666,0.0,0.5468,0.909,0.674,,,1.0919,0.6194,0.5237,1.1664,1.6826,1.0729,0.6068,0.5193,1.148,1.6763,0.7298,0.0791,0.5232,0.613,0.7773,235.3309,8.2279,234.32,235.98,237.09,222.54,222.88,225.42,0.0,3
20210314_030000,523,73,6,53,4,10,0.06026,0.05907,0.2257,0.0,0.5106,0.674,0.5922,,,1.0919,0.6194,0.5237,1.1664,1.6826,1.0729,0.6068,0.5193,1.148,1.6763,0.7298,0.0791,0.5232,0.613,0.7773,235.3309,8.2279,234.32,235.98,237.09,222.54,222.88,225.42,0.0,3
20210314_030000,523,73,11,53,6,0,-1.066,-1.075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3877,2.9376,-2.5828,-1.4157,-0.1972,-0.5291,1.1177,-1.0167,-0.3643,0.1815,-2.2588,0.0818,-2.4009,-2.2841,-2.1878,242.3592,16.6485,239.62,242.72,244.66,222.2325,223.08,227.32,0.0,3
20210314_030000,523,73,11,53,6,1,0.8316,0.8417,-1.123,0.0,0.02731,-0.02309,-0.03961,-0.0005065,-0.003303,-1.3877,2.9376,-2.5828,-1.4157,-0.1972,-0.5291,1.1177,-1.0167,-0.3643,0.1815,-2.2588,0.0818,-2.4009,-2.2841,-2.1878,242.3592,16.6485,239.62,242.72,244.66,222.2325,223.08,227.32,0.0,3
20210314_030000,523,73,11,53,6,2,-0.5154,-0.524,0.6699,0.0,-0.02309,0.02679,0.02949,0.01358,0.009007,-1.3877,2.9376,-2.5828,-1.4157,-0.1972,-0.5291,1.1177,-1.0167,-0.3643,0.1815,-2.2588,0.0818,-2.4009,-2.2841,-2.1878,242.3592,16.6485,239.62,242.72,244.66,222.2325,223.08,227.32,0.0,3
20210314_030000,523,73,11,53,6,8,0.05775,0.05878,0.243,0.0,-0.03961,0.02949,0.6059,0.5468,0.5106,-1.3877,2.9376,-2.5828,-1.4157,-0.1972,-0.5291,1.1177,-1.0167,-0.3643,0.1815,-2.2588,0.0818,-2.4009,-2.2841,-2.1878,242.3592,16.6485,239.62,242.72,244.66,222.2325,223.08,227.32,0.0,3
20210314_030000,523,73,11,53,6,9,-0.1993,-0.1902,-0.2666,0.0,-0.0005065,0.01358,0.5468,0.909,0.674,-1.3877,2.9376,-2.5828,-1.4157,-0.1972,-0.5291,1.1177,-1.0167,-0.3643,0.1815,-2.2588,0.0818,-2.4009,-2.2841,-2.1878,242.3592,16.6485,239.62,242.72,244.66,222.2325,223.08,227.32,0.0,3
20210314_030000,523,73,11,53,6,10,-0.0062,-0.004317,0.2257,0.0,-0.003303,0.009007,0.5106,0.674,0.5922,-1.3877,2.9376,-2.5828,-1.4157,-0.1972,-0.5291,1.1177,-1.0167,-0.3643,0.1815,-2.2588,0.0818,-2.4009,-2.2841,-2.1878,242.3592,16.6485,239.62,242.72,244.66,222.2325,223.08,227.32,0.0,3
20210314_030000,523,73,12,53,6,0,-1.002,-1.016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4801,2.0837,-2.4272,-1.4458,-0.6525,-0.7019,0.589,-0.8658,-0.6674,-0.272,-2.1702,0.0744,-2.3133,-2.1939,-2.0983,247.3942,15.027,244.61,247.49,249.61,226.74,228.71,229.75,0.0,3
20210314_030000,523,73,12,53,6,1,0.8084,0.8235,-1.123,0.0,0.02731,-0.02309,-0.03961,-0.0005065,-0.003303,-1.4801,2.0837,-2.4272,-1.4458,-0.6525,-0.7019,0.589,-0.8658,-0.6674,-0.272,-2.1702,0.0744,-2.3133,-2.1939,-2.0983,247.3942,15.027,244.61,247.49,249.61,226.74,228.71,229.75,0.0,3
20210314_030000,523,73,12,53,6,2,-0.4885,-0.501,0.6699,0.0,-0.02309,0.02679,0.02949,0.01358,0.009007,-1.4801,2.0837,-2.4272,-1.4458,-0.6525,-0.7019,0.589,-0.8658,-0.6674,-0.272,-2.1702,0.0744,-2.3133,-2.1939,-2.0983,247.3942,15.027,244.61,247.49,249.61,226.74,228.71,229.75,0.0,3
20210314_030000,523,73,12,53,6,8,0.02679,0.02717,0.243,0.0,-0.03961,0.02949,0.6059,0.5468,0.5106,-1.4801,2.0837,-2.4272,-1.4458,-0.6525,-0.7019,0.589,-0.8658,-0.6674,-0.272,-2.1702,0.0744,-2.3133,-2.1939,-2.0983,247.3942,15.027,244.61,247.49,249.61,226.74,228.71,229.75,0.0,3
20210314_030000,523,73,12,53,6,9,-0.158,-0.1511,-0.2666,0.0,-0.0005065,0.01358,0.5468,0.909,0.674,-1.4801,2.0837,-2.4272,-1.4458,-0.6525,-0.7019,0.589,-0.8658,-0.6674,-0.272,-2.1702,0.0744,-2.3133,-2.1939,-2.0983,247.3942,15.027,244.61,247.49,249.61,226.74,228.71,229.75,0.0,3
20210314_030000,523,73,12,53,6,10,-0.01883,-0.01926,0.2257,0.0,-0.003303,0.009007,0.5106,0.674,0.5922,-1.4801,2.0837,-2.4272,-1.4458,-0.6525,-0.7019,0.589,-0.8658,-0.6674,-0.272,-2.1702,0.0744,-2.3133,-2.1939,-2.0983,247.3942,15.027,244.61,247.49,249.61,226.74,228.71,229.75,0.0,3
20210314_030000,523,73,13,53,6,0,-0.532,-0.5344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.843,2.2359,-1.8585,-0.8078,0.0794,-0.2251,0.6534,-0.8778,-0.0364,0.4058,-1.1365,0.0193,-1.2366,-1.185,-1.0525,254.6262,13.4792,252.26,255.2,256.66,239.31,240.14,242.38,0.0,3
20210314_030000,523,73,13,53,6,1,0.3787,0.3818,-1.123,0.0,0.02731,-0.02309,-0.03961,-0.0005065,-0.003303,-0.843,2.2359,-1.8585,-0.8078,0.0794,-0.2251,0.6534,-0.8778,-0.0364,0.4058,-1.1365,0.0193,-1.2366,-1.185,-1.0525,254.6262,13.4792,252.26,255.2,256.66,239.31,240.14,242.38,0.0,3
20210314_030000,523,73,13,53,6,2,-0.1991,-0.2016,0.6699,0.0,-0.02309,0.02679,0.02949,0.01358,0.009007,-0.843,2.2359,-1.8585,-0.8078,0.0794,-0.2251,0.6534,-0.8778,-0.0364,0.4058,-1.1365,0.0193,-1.2366,-1.185,-1.0525,254.6262,13.4792,252.26,255.2,256.66,239.31,240.14,242.38,0.0,3
20210314_030000,523,73,13,53,6,8,-0.01838,-0.01861,0.243,0.0,-0.03961,0.02949,0.6059,0.5468,0.5106,-0.843,2.2359,-1.8585,-0.8078,0.0794,-0.2251,0.6534,-0.8778,-0.0364,0.4058,-1.1365,0.0193,-1.2366,-1.185,-1.0525,254.6262,13.4792,252.26,255.2,256.66,239.31,240.14,242.38,0.0,3
20210314_030000,523,73,13,53,6,9,0.08737,0.08981,-0.2666,0.0,-0.0005065,0.01358,0.5468,0.909,0.674,-0.843,2.2359,-1.8585,-0.8078,0.0794,-0.2251,0.6534,-0.8778,-0.0364,0.4058,-1.1365,0.0193,-1.2366,-1.185,-1.0525,254.6262,13.4792,252.26,255.2,256.66,239.31,240.14,242.38,0.0,3
20210314_030000,523,73,13,53,6,10,-0.1624,-0.1619,0.2257,0.0,-0.003303,0.009007,0.5106,0.674,0.5922,-0.843,2.2359,-1.8585,-0.8078,0.0794,-0.2251,0.6534,-0.8778,-0.0364,0.4058,-1.1365,0.0193,-1.2366,-1.185,-1.0525,254.6262,13.4792,252.26,255.2,256.66,239.31,240.14,242.38,0.0,3
20210314_030000,523,73,14,53,6,0,0.2791,0.2867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2541,1.7886,-1.014,-0.2032,0.85,0.1999,0.8485,-0.0977,0.4028,0.7476,0.5533,0.0523,0.4094,0.4915,0.6424,261.617,11.9969,259.69,262.07,263.26,245.0775,246.52,248.485,0.0,3
20210314_030000,523,73,14,53,6,1,-0.2097,-0.2167,-1.123,0.0,0.02731,-0.02309,-0.03961,-0.0005065,-0.003303,-0.2541,1.7886,-1.014,-0.2032,0.85,0.1999,0.8485,-0.0977,0.4028,0.7476,0.5533,0.0523,0.4094,0.4915,0.6424,261.617,11.9969,259.69,262.07,263.26,245.0775,246.52,248.485,0.0,3
20210314_030000,523,73,14,53,6,2,0.1396,0.1452,0.6699,0.0,-0.02309,0.02679,0.02949,0.01358,0.009007,-0.2541,1.7886,-1.014,-0.2032,0.85,0.1999,0.8485,-0.0977,0.4028,0.7476,0.5533,0.0523,0.4094,0.4915,0.6424,261.617,11.9969,259.69,262.07,263.26,245.0775,246.52,248.485,0.0,3
20210314_030000,523,73,14,53,6,8,0.06953,0.06547,0.243,0.0,-0.03961,0.02949,0.6059,0.5468,0.5106,-0.2541,1.7886,-1.014,-0.2032,0.85,0.1999,0.8485,-0.0977,0.4028,0.7476,0.5533,0.0523,0.4094,0.4915,0.6424,261.617,11.9969,259.69,262.07,263.26,245.0775,246.52,248.485,0.0,3
20210314_030000,523,73,14,53,6,9,0.191,0.1826,-0.2666,0.0,-0.0005065,0.01358,0.5468,0.909,0.674,-0.2541,1.7886,-1.014,-0.2032,0.85,0.1999,0.8485,-0.0977,0.4028,0.7476,0.5533,0.0523,0.4094,0.4915,0.6424,261.617,11.9969,259.69,262.07,263.26,245.0775,246.52,248.485,0.0,3
20210314_030000,523,73,14,53,6,10,-0.01243,-0.01634,0.2257,0.0,-0.003303,0.009007,0.5106,0.674,0.5922,-0.2541,1.7886,-1.014,-0.2032,0.85,0.1999,0.8485,-0.0977,0.4028,0.7476,0.5533,0.0523,0.4094,0.4915,0.6424,261.617,11.9969,259.69,262.07,263.26,245.0775,246.52,248.485,0.0,3
20210314_030000,523,73,15,53,6,0,-0.6996,-0.7231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2098,1.4936,-1.6086,-1.0646,-0.4196,-0.9621,1.0427,-1.3357,-0.6377,-0.3252,-1.7104,0.1015,-1.8754,-1.7395,-1.4876,262.396,10.1393,260.95,262.79,264.76,254.99,255.985,257.65,0.0,3
20210314_030000,523,73,15,53,6,1,0.6111,0.6372,-1.123,0.0,0.02731,-0.02309,-0.03961,-0.0005065,-0.003303,-1.2098,1.4936,-1.6086,-1.0646,-0.4196,-0.9621,1.0427,-1.3357,-0.6377,-0.3252,-1.7104,0.1015,-1.8754,-1.7395,-1.4876,262.396,10.1393,260.95,262.79,264.76,254.99,255.985,257.65,0.0,3
20210314_030000,523,73,15,53,6,2,-0.409,-0.4309,0.6699,0.0,-0.02309,0.02679,0.02949,0.01358,0.009007,-1.2098,1.4936,-1.6086,-1.0646,-0.4196,-0.9621,1.0427,-1.3357,-0.6377,-0.3252,-1.7104,0.1015,-1.8754,-1.7395,-1.4876,262.396,10.1393,260.95,262.79,264.76,254.99,255.985,257.65,0.0,3
20210314_030000,523,73,15,53,6,8,-0.06472,-0.06858,0.243,0.0,-0.03961,0.02949,0.6059,0.5468,0.5106,-1.2098,1.4936,-1.6086,-1.0646,-0.4196,-0.9621,1.0427,-1.3357,-0.6377,-0.3252,-1.7104,0.1015,-1.8754,-1.7395,-1.4876,262.396,10.1393,260.95,262.79,264.76,254.99,255.985,257.65,0.0,3
20210314_030000,523,73,15,53,6,9,0.03594,0.04045,-0.2666,0.0,-0.0005065,0.01358,0.5468,0.909,0.674,-1.2098,1.4936,-1.6086,-1.0646,-0.4196,-0.9621,1.0427,-1.3357,-0.6377,-0.3252,-1.7104,0.1015,-1.8754,-1.7395,-1.4876,262.396,10.1393,260.95,262.79,264.76,254.99,255.985,257.65,0.0,3
20210314_030000,523,73,15,53,6,10,-0.2877,-0.2932,0.2257,0.0,-0.003303,0.009007,0.5106,0.674,0.5922,-1.2098,1.4936,-1.6086,-1.0646,-0.4196,-0.9621,1.0427,-1.3357,-0.6377,-0.3252,-1.7104,0.1015,-1.8754,-1.7395,-1.4876,262.396,10.1393,260.95,262.79,264.76,254.99,255.985,257.65,0.0,3
20210314_090000,3,3,6,10,5,0,0.01177,0.01157,1.0,0.0,0.0,0.0,0.0,0.0,,-0.0638,0.0416,-0.2525,-0.0747,0.0804,-0.0355,0.0233,-0.1836,-0.0353,0.1034,0.0083,0.0,0.0045,0.0084,0.013,229.104,3.8456,227.76,228.605,230.7775,225.2,225.5,226.45,0.007874,9
20210314_090000,3,3,6,10,5,1,0.02189,0.02205,-1.206,0.0,0.02004,-0.01115,-0.02414,-0.01671,,-0.0638,0.0416,-0.2525,-0.0747,0.0804,-0.0355,0.0233,-0.1836,-0.0353,0.1034,0.0083,0.0,0.0045,0.0084,0.013,229.104,3.8456,227.76,228.605,230.7775,225.2,225.5,226.45,0.007874,9
20210314_090000,3,3,6,10,5,8,0.01488,0.01478,0.7956,0.0,-0.01115,0.05396,0.1179,0.08244,,-0.0638,0.0416,-0.2525,-0.0747,0.0804,-0.0355,0.0233,-0.1836,-0.0353,0.1034,0.0083,0.0,0.0045,0.0084,0.013,229.104,3.8456,227.76,228.605,230.7775,225.2,225.5,226.45,0.007874,9
20210314_090000,3,3,6,10,5,9,0.001452,0.001604,-0.007766,0.0,-0.02414,0.1179,0.2605,0.1838,,-0.0638,0.0416,-0.2525,-0.0747,0.0804,-0.0355,0.0233,-0.1836,-0.0353,0.1034,0.0083,0.0,0.0045,0.0084,0.013,229.104,3.8456,227.76,228.605,230.7775,225.2,225.5,226.45,0.007874,9
20210314_090000,3,3,6,10,5,10,0.007348,0.007396,0.3688,0.0,-0.01671,0.08244,0.1838,0.1309,,-0.0638,0.0416,-0.2525,-0.0747,0.0804,-0.0355,0.0233,-0.1836,-0.0353,0.1034,0.0083,0.0,0.0045,0.0084,0.013,229.104,3.8456,227.76,228.605,230.7775,225.2,225.5,226.45,0.007874,9
20210314_090000,3,3,7,12,5,0,-0.1232,-0.1253,1.0,0.0,0.0,0.0,0.0,0.0,,-0.3998,0.08170000000000002,-0.5801999999999998,-0.4386999999999999,-0.28129999999999994,-0.3545999999999999,0.05520000000000002,-0.4851999999999999,-0.37000000000000005,-0.24549999999999994,-0.3069,0.0039000000000000003,-0.3525999999999999,-0.3352000000000001,-0.2521,221.94419999999994,0.40449999999999986,221.53749999999994,221.9050000000001,222.30499999999995,217.94999999999993,221.5,223.54,0.007874,9
20210314_090000,3,3,7,12,5,1,0.0972,0.0993,-1.206,0.0,0.02004,-0.01115,-0.02414,-0.01671,,-0.3998,0.08170000000000002,-0.5801999999999998,-0.4386999999999999,-0.28129999999999994,-0.3545999999999999,0.05520000000000002,-0.4851999999999999,-0.37000000000000005,-0.24549999999999994,-0.3069,0.0039000000000000003,-0.3525999999999999,-0.3352000000000001,-0.2521,221.94419999999994,0.40449999999999986,221.53749999999994,221.9050000000001,222.30499999999995,217.94999999999993,221.5,223.54,0.007874,9
20210314_090000,3,3,7,12,5,8,-0.05985,-0.06159,0.7956,0.0,-0.01115,0.05396,0.1179,0.08244,,-0.3998,0.08170000000000002,-0.5801999999999998,-0.4386999999999999,-0.28129999999999994,-0.3545999999999999,0.05520000000000002,-0.4851999999999999,-0.37000000000000005,-0.24549999999999994,-0.3069,0.0039000000000000003,-0.3525999999999999,-0.3352000000000001,-0.2521,221.94419999999994,0.40449999999999986,221.53749999999994,221.9050000000001,222.30499999999995,217.94999999999993,221.5,223.54,0.007874,9
20210314_090000,3,3,7,12,5,9,-0.01766,-0.01787,-0.007766,0.0,-0.02414,0.1179,0.2605,0.1838,,-0.3998,0.08170000000000002,-0.5801999999999998,-0.4386999999999999,-0.28129999999999994,-0.3545999999999999,0.05520000000000002,-0.4851999999999999,-0.37000000000000005,-0.24549999999999994,-0.3069,0.0039000000000000003,-0.3525999999999999,-0.3352000000000001,-0.2521,221.94419999999994,0.40449999999999986,221.53749999999994,221.9050000000001,222.30499999999995,217.94999999999993,221.5,223.54,0.007874,9
20210314_090000,3,3,7,12,5,10,-0.03782,-0.03876,0.3688,0.0,-0.01671,0.08244,0.1838,0.1309,,-0.3998,0.08170000000000002,-0.5801999999999998,-0.4386999999999999,-0.28129999999999994,-0.3545999999999999,0.05520000000000002,-0.4851999999999999,-0.37000000000000005,-0.24549999999999994,-0.3069,0.0039000000000000003,-0.3525999999999999,-0.3352000000000001,-0.2521,221.94419999999994,0.40449999999999986,221.53749999999994,221.9050000000001,222.30499999999995,217.94999999999993,221.5,223.54,0.007874,9
20210314_090000,3,3,8,113,5,0,0.2061,0.2087,1.0,0.0,0.0,0.0,0.0,0.0,,-0.0046,0.0665,-0.1612,0.0233,0.1844,0.0286,0.0602,-0.1142,0.0312,0.1932,0.2361,0.0001,0.2297,0.2376,0.2434,220.1337,0.4473,219.66,220.11,220.6,218.2,220.2,222.2,0.007874,9
20210314_090000,3,3,8,113,5,1,0.001458,-0.001587,-1.206,0.0,0.02004,-0.01115,-0.02414,-0.01671,,-0.0046,0.0665,-0.1612,0.0233,0.1844,0.0286,0.0602,-0.1142,0.0312,0.1932,0.2361,0.0001,0.2297,0.2376,0.2434,220.1337,0.4473,219.66,220.11,220.6,218.2,220.2,222.2,0.007874,9
20210314_090000,3,3,8,113,5,8,0.03279,0.03425,0.7956,0.0,-0.01115,0.05396,0.1179,0.08244,,-0.0046,0.0665,-0.1612,0.0233,0.1844,0.0286,0.0602,-0.1142,0.0312,0.1932,0.2361,0.0001,0.2297,0.2376,0.2434,220.1337,0.4473,219.66,220.11,220.6,218.2,220.2,222.2,0.007874,9
20210314_090000,3,3,8,113,5,9,-0.03951,-0.04098,-0.007766,0.0,-0.02414,0.1179,0.2605,0.1838,,-0.0046,0.0665,-0.1612,0.0233,0.1844,0.0286,0.0602,-0.1142,0.0312,0.1932,0.2361,0.0001,0.2297,0.2376,0.2434,220.1337,0.4473,219.66,220.11,220.6,218.2,220.2,222.2,0.007874,9
20210314_090000,3,3,8,113,5,10,0.01607,0.01593,0.3688,0.0,-0.01671,0.08244,0.1838,0.1309,,-0.0046,0.0665,-0.1612,0.0233,0.1844,0.0286,0.0602,-0.1142,0.0312,0.1932,0.2361,0.0001,0.2297,0.2376,0.2434,220.1337,0.4473,219.66,220.11,220.6,218.2,220.2,222.2,0.007874,9
20210314_090000,3,3,9,113,5,0,0.01922,0.01931,1.0,0.0,0.0,0.0,0.0,0.0,,-0.0229,0.0526,-0.1593,0.0043,0.1506,-0.0171,0.053,-0.1582,0.0052,0.1608,-0.2414,0.001,-0.2639,-0.2513,-0.2338,216.1245,0.4562,215.64,216.26,216.68,217.3725,218.2525,218.685,0.007874,9
20210314_090000,3,3,9,113,5,1,0.1927,0.1928,-1.206,0.0,0.02004,-0.01115,-0.02414,-0.01671,,-0.0229,0.0526,-0.1593,0.0043,0.1506,-0.0171,0.053,-0.1582,0.0052,0.1608,-0.2414,0.001,-0.2639,-0.2513,-0.2338,216.1245,0.4562,215.64,216.26,216.68,217.3725,218.2525,218.685,0.007874,9
20210314_090000,3,3,9,113,5,8,-0.03147,-0.03219,0.7956,0.0,-0.01115,0.05396,0.1179,0.08244,,-0.0229,0.0526,-0.1593,0.0043,0.1506,-0.0171,0.053,-0.1582,0.0052,0.1608,-0.2414,0.001,-0.2639,-0.2513,-0.2338,216.1245,0.4562,215.64,216.26,216.68,217.3725,218.2525,218.685,0.007874,9
20210314_090000,3,3,9,113,5,9,0.009268,0.007492,-0.007766,0.0,-0.02414,0.1179,0.2605,0.1838,,-0.0229,0.0526,-0.1593,0.0043,0.1506,-0.0171,0.053,-0.1582,0.0052,0.1608,-0.2414,0.001,-0.2639,-0.2513,-0.2338,216.1245,0.4562,215.64,216.26,216.68,217.3725,218.2525,218.685,0.007874,9
20210314_090000,3,3,9,113,5,10,-0.0111,-0.01241,0.3688,0.0,-0.01671,0.08244,0.1838,0.1309,,-0.0229,0.0526,-0.1593,0.0043,0.1506,-0.0171,0.053,-0.1582,0.0052,0.1608,-0.2414,0.001,-0.2639,-0.2513,-0.2338,216.1245,0.4562,215.64,216.26,216.68,217.3725,218.2525,218.685,0.007874,9
20210314_090000,3,15,3,109,5,0,0.1754,0.1741,1.0,0.0,0.0,0.0,0.0,0.0,,-0.2148,4.0989,-1.5044,-0.6545,0.859,-0.245,0.7868,-0.8081,-0.2762,0.3008,-0.0307,0.0021,-0.0678,-0.0308,-0.0007,244.0393,7.3659,242.08,243.79,245.91,225.2,225.5,226.45,0.007874,9
20210314_090000,3,15,3,109,5,1,0.2473,0.2494,-1.219,0.0,0.015,-0.01183,-0.02706,-0.01993,,-0.2148,4.0989,-1.5044,-0.6545,0.859,-0.245,0.7868,-0.8081,-0.2762,0.3008,-0.0307,0.0021,-0.0678,-0.0308,-0.0007,244.0393,7.3659,242.08,243.79,245.91,225.2,225.5,226.45,0.007874,9
20210314_090000,3,15,3,109,5,8,0.1094,0.1077,0.9605,0.0,-0.01183,0.1102,0.2808,0.2327,,-0.2148,4.0989,-1.5044,-0.6545,0.859,-0.245,0.7868,-0.8081,-0.2762,0.3008,-0.0307,0.0021,-0.0678,-0.0308,-0.0007,244.0393,7.3659,242.08,243.79,245.91,225.2,225.5,226.45,0.007874,9
20210314_090000,3,15,3,109,5,9,0.02633,0.02513,0.445,0.0,-0.02706,0.2808,0.7274,0.6117,,-0.2148,4.0989,-1.5044,-0.6545,0.859,-0.245,0.7868,-0.8081,-0.2762,0.3008,-0.0307,0.0021,-0.0678,-0.0308,-0.0007,244.0393,7.3659,242.08,243.79,245.91,225.2,225.5,226.45,0.007874,9
20210314_090000,3,15,3,109,5,10,0.004669,0.003407,0.7676,0.0,-0.01993,0.2327,0.6117,0.5212,,-0.2148,4.0989,-1.5044,-0.6545,0.859,-0.245,0.7868,-0.8081,-0.2762,0.3008,-0.0307,0.0021,-0.0678,-0.0308,-0.0007,244.0393,7.3659,242.08,243.79,245.91,225.2,225.5,226.45,0.007874,9
20210314_090000,3,15,4,106,5,0,-0.4554,-0.4506,1.0,0.0,0.0,0.0,0.0,0.0,,-0.1559,4.2789,-1.4053,-0.1102,1.3202,-0.0494,0.8539,-0.6812,-0.028,0.4438,-0.706,0.0004,-0.7228,-0.7104,-0.6962,253.8796,7.5033,251.955,253.65,255.825,249.5,250.295,250.5,0.007874,9
20210314_090000,3,15,4,106,5,1,0.1289,0.1235,-1.219,0.0,0.015,-0.01183,-0.02706,-0.01993,,-0.1559,4.2789,-1.4053,-0.1102,1.3202,-0.0494,0.8539,-0.6812,-0.028,0.4438,-0.706,0.0004,-0.7228,-0.7104,-0.6962,253.8796,7.5033,251.955,253.65,255.825,249.5,250.295,250.5,0.007874,9
20210314_090000,3,15,4,106,5,8,-0.1048,-0.1022,0.9605,0.0,-0.01183,0.1102,0.2808,0.2327,,-0.1559,4.2789,-1.4053,-0.1102,1.3202,-0.0494,0.8539,-0.6812,-0.028,0.4438,-0.706,0.0004,-0.7228,-0.7104,-0.6962,253.8796,7.5033,251.955,253.65,255.825,249.5,250.295,250.5,0.007874,9
20210314_090000,3,15,4,106,5,9,0.09902,0.09653,0.445,0.0,-0.02706,0.2808,0.7274,0.6117,,-0.1559,4.2789,-1.4053,-0.1102,1.3202,-0.0494,0.8539,-0.6812,-0.028,0.4438,-0.706,0.0004,-0.7228,-0.7104,-0.6962,253.8796,7.5033,251.955,253.65,255.825,249.5,250.295,250.5,0.007874,9
20210314_090000,3,15,4,106,5,10,-0.03326,-0.03333,0.7676,0.0,-0.01993,0.2327,0.6117,0.5212,,-0.1559,4.2789,-1.4053,-0.1102,1.3202,-0.0494,0.8539,-0.6812,-0.028,0.4438,-0.706,0.0004,-0.7228,-0.7104,-0.6962,253.8796,7.5033,251.955,253.65,255.825,249.5,250.295,250.5,0.007874,9
