time,sat,sensor,channel,ndata,npred,pred_id,param0,param,predmean,predxcov_1,predxcov_2,predxcov_3,predxcov_4,predxcov_5,predxcov_6,mean_fg_depar,var_fg_depar,q25_fg_depar,q50_fg_depar,q75_fg_depar,mean_an_depar,var_an_depar,q25_an_depar,q50_an_depar,q75_an_depar,mean_biascorr_fg,var_biascorr_fg,q25_biascorr_fg,q50_biascorr_fg,q75_biascorr_fg,mean_obs,var_obs,q25_obs,q50_obs,q75_obs,q25_anchors,q50_anchors,q75_anchors,normalized_time,cycle
20210410_090000,223,15,5,50,5,10,0.007623,-0.001811,-1.643,0.0,-0.1319,0.1773,-0.5133,0.4737,,0.7555,1.0924,0.4251,0.8104,1.3929,0.4185,0.5885,0.0871,0.5358,0.8386,-1.2243,0.0011,-1.2496,-1.2319,-1.2077,262.013,3.9176,260.545,261.765,262.9675,267.66875,272.425,274.935,0.858268,9
20210410_120000,3,3,6,32,5,0,0.01161,0.01252,1.0,0.0,0.0,0.0,0.0,0.0,,0.0711,0.044,-0.0621,0.0438,0.1992,0.0622,0.0422,-0.054,0.0294,0.1783,-0.0213,0.0001,-0.0279,-0.0248,-0.0179,228.2397,1.1069,227.4225,228.375,228.92,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,3,3,6,32,5,1,0.03059,0.0295,-1.401,0.0,0.01505,-0.01701,0.03942,-0.02916,,0.0711,0.044,-0.0621,0.0438,0.1992,0.0622,0.0422,-0.054,0.0294,0.1783,-0.0213,0.0001,-0.0279,-0.0248,-0.0179,228.2397,1.1069,227.4225,228.375,228.92,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,3,3,6,32,5,8,0.05015,0.04869,-1.272,0.0,-0.01701,0.04935,-0.1103,0.07903,,0.0711,0.044,-0.0621,0.0438,0.1992,0.0622,0.0422,-0.054,0.0294,0.1783,-0.0213,0.0001,-0.0279,-0.0248,-0.0179,228.2397,1.1069,227.4225,228.375,228.92,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,3,3,6,32,5,9,-0.07011,-0.06922,0.2006,0.0,0.03942,-0.1103,0.2497,-0.1809,,0.0711,0.044,-0.0621,0.0438,0.1992,0.0622,0.0422,-0.054,0.0294,0.1783,-0.0213,0.0001,-0.0279,-0.0248,-0.0179,228.2397,1.1069,227.4225,228.375,228.92,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,3,3,6,32,5,10,-0.09795,-0.09932,-0.9151,0.0,-0.02916,0.07903,-0.1809,0.1323,,0.0711,0.044,-0.0621,0.0438,0.1992,0.0622,0.0422,-0.054,0.0294,0.1783,-0.0213,0.0001,-0.0279,-0.0248,-0.0179,228.2397,1.1069,227.4225,228.375,228.92,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,3,3,7,33,5,0,-0.5232,-0.5222,1.0,0.0,0.0,0.0,0.0,0.0,,0.14600000000000005,0.024999999999999974,0.03869999999999997,0.13009999999999988,0.24600000000000033,0.12889999999999985,0.0302,0.008400000000000005,0.12760000000000007,0.2250999999999998,-0.4085999999999999,0.00020000000000000012,-0.4174000000000004,-0.41189999999999954,-0.3999999999999996,223.3924000000002,0.3867000000000002,222.96999999999977,223.36000000000018,223.9400000000001,215.84624999999969,217.8199999999998,220.62000000000032,0.862205,12
20210410_120000,3,3,7,33,5,1,-0.03485,-0.03627,-1.401,0.0,0.01505,-0.01701,0.03942,-0.02916,,0.14600000000000005,0.024999999999999974,0.03869999999999997,0.13009999999999988,0.24600000000000033,0.12889999999999985,0.0302,0.008400000000000005,0.12760000000000007,0.2250999999999998,-0.4085999999999999,0.00020000000000000012,-0.4174000000000004,-0.41189999999999954,-0.3999999999999996,223.3924000000002,0.3867000000000002,222.96999999999977,223.36000000000018,223.9400000000001,215.84624999999969,217.8199999999998,220.62000000000032,0.862205,12
20210410_120000,3,3,7,33,5,8,-0.04596,-0.04735,-1.272,0.0,-0.01701,0.04935,-0.1103,0.07903,,0.14600000000000005,0.024999999999999974,0.03869999999999997,0.13009999999999988,0.24600000000000033,0.12889999999999985,0.0302,0.008400000000000005,0.12760000000000007,0.2250999999999998,-0.4085999999999999,0.00020000000000000012,-0.4174000000000004,-0.41189999999999954,-0.3999999999999996,223.3924000000002,0.3867000000000002,222.96999999999977,223.36000000000018,223.9400000000001,215.84624999999969,217.8199999999998,220.62000000000032,0.862205,12
20210410_120000,3,3,7,33,5,9,-0.06097,-0.06036,0.2006,0.0,0.03942,-0.1103,0.2497,-0.1809,,0.14600000000000005,0.024999999999999974,0.03869999999999997,0.13009999999999988,0.24600000000000033,0.12889999999999985,0.0302,0.008400000000000005,0.12760000000000007,0.2250999999999998,-0.4085999999999999,0.00020000000000000012,-0.4174000000000004,-0.41189999999999954,-0.3999999999999996,223.3924000000002,0.3867000000000002,222.96999999999977,223.36000000000018,223.9400000000001,215.84624999999969,217.8199999999998,220.62000000000032,0.862205,12
20210410_120000,3,3,7,33,5,10,-0.02744,-0.02865,-0.9151,0.0,-0.02916,0.07903,-0.1809,0.1323,,0.14600000000000005,0.024999999999999974,0.03869999999999997,0.13009999999999988,0.24600000000000033,0.12889999999999985,0.0302,0.008400000000000005,0.12760000000000007,0.2250999999999998,-0.4085999999999999,0.00020000000000000012,-0.4174000000000004,-0.41189999999999954,-0.3999999999999996,223.3924000000002,0.3867000000000002,222.96999999999977,223.36000000000018,223.9400000000001,215.84624999999969,217.8199999999998,220.62000000000032,0.862205,12
20210410_120000,3,3,8,59,5,0,0.1999,0.1974,1.0,0.0,0.0,0.0,0.0,0.0,,0.0163,0.0506,-0.1186,0.0315,0.1361,-0.0013,0.0523,-0.164,0.0015,0.109,0.3098,0.0001,0.3048,0.3102,0.3148,222.1151,0.1365,221.885,222.16,222.35,216.4025,218.1425,220.1275,0.862205,12
20210410_120000,3,3,8,59,5,1,-0.08716,-0.08374,-1.401,0.0,0.01505,-0.01701,0.03942,-0.02916,,0.0163,0.0506,-0.1186,0.0315,0.1361,-0.0013,0.0523,-0.164,0.0015,0.109,0.3098,0.0001,0.3048,0.3102,0.3148,222.1151,0.1365,221.885,222.16,222.35,216.4025,218.1425,220.1275,0.862205,12
20210410_120000,3,3,8,59,5,8,0.08774,0.0909,-1.272,0.0,-0.01701,0.04935,-0.1103,0.07903,,0.0163,0.0506,-0.1186,0.0315,0.1361,-0.0013,0.0523,-0.164,0.0015,0.109,0.3098,0.0001,0.3048,0.3102,0.3148,222.1151,0.1365,221.885,222.16,222.35,216.4025,218.1425,220.1275,0.862205,12
20210410_120000,3,3,8,59,5,9,-0.03277,-0.03314,0.2006,0.0,0.03942,-0.1103,0.2497,-0.1809,,0.0163,0.0506,-0.1186,0.0315,0.1361,-0.0013,0.0523,-0.164,0.0015,0.109,0.3098,0.0001,0.3048,0.3102,0.3148,222.1151,0.1365,221.885,222.16,222.35,216.4025,218.1425,220.1275,0.862205,12
20210410_120000,3,3,8,59,5,10,-0.1163,-0.1142,-0.9151,0.0,-0.02916,0.07903,-0.1809,0.1323,,0.0163,0.0506,-0.1186,0.0315,0.1361,-0.0013,0.0523,-0.164,0.0015,0.109,0.3098,0.0001,0.3048,0.3102,0.3148,222.1151,0.1365,221.885,222.16,222.35,216.4025,218.1425,220.1275,0.862205,12
20210410_120000,3,3,9,59,5,0,-0.007414,-0.005944,1.0,0.0,0.0,0.0,0.0,0.0,,0.2176,0.0233,0.104,0.2292,0.3082,0.2164,0.0231,0.1003,0.2237,0.3073,-0.0315,0.002,-0.0706,-0.0342,0.0058,220.4398,0.0782,220.285,220.49,220.63,216.9525,218.47,219.805,0.862205,12
20210410_120000,3,3,9,59,5,1,0.1058,0.1038,-1.401,0.0,0.01505,-0.01701,0.03942,-0.02916,,0.2176,0.0233,0.104,0.2292,0.3082,0.2164,0.0231,0.1003,0.2237,0.3073,-0.0315,0.002,-0.0706,-0.0342,0.0058,220.4398,0.0782,220.285,220.49,220.63,216.9525,218.47,219.805,0.862205,12
20210410_120000,3,3,9,59,5,8,0.006866,0.005003,-1.272,0.0,-0.01701,0.04935,-0.1103,0.07903,,0.2176,0.0233,0.104,0.2292,0.3082,0.2164,0.0231,0.1003,0.2237,0.3073,-0.0315,0.002,-0.0706,-0.0342,0.0058,220.4398,0.0782,220.285,220.49,220.63,216.9525,218.47,219.805,0.862205,12
20210410_120000,3,3,9,59,5,9,-0.0352,-0.03489,0.2006,0.0,0.03942,-0.1103,0.2497,-0.1809,,0.2176,0.0233,0.104,0.2292,0.3082,0.2164,0.0231,0.1003,0.2237,0.3073,-0.0315,0.002,-0.0706,-0.0342,0.0058,220.4398,0.0782,220.285,220.49,220.63,216.9525,218.47,219.805,0.862205,12
20210410_120000,3,3,9,59,5,10,-0.1482,-0.1495,-0.9151,0.0,-0.02916,0.07903,-0.1809,0.1323,,0.2176,0.0233,0.104,0.2292,0.3082,0.2164,0.0231,0.1003,0.2237,0.3073,-0.0315,0.002,-0.0706,-0.0342,0.0058,220.4398,0.0782,220.285,220.49,220.63,216.9525,218.47,219.805,0.862205,12
20210410_120000,5,3,6,131,5,0,-0.7861,-0.7846,1.0,0.0,0.0,0.0,0.0,0.0,,0.0908,0.028,-0.025,0.1078,0.214,0.0381,0.0219,-0.0547,0.0414,0.1425,-0.7537,0.0029,-0.7702,-0.7475,-0.7238,229.8238,3.9728,228.235,229.64,230.91,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,5,3,6,131,5,1,0.08348,0.08093,-1.076,0.0,0.1256,-0.09299,0.0454,-0.04251,,0.0908,0.028,-0.025,0.1078,0.214,0.0381,0.0219,-0.0547,0.0414,0.1425,-0.7537,0.0029,-0.7702,-0.7475,-0.7238,229.8238,3.9728,228.235,229.64,230.91,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,5,3,6,131,5,8,-0.09204,-0.0913,-0.6007,0.0,-0.09299,0.3652,-0.2681,0.199,,0.0908,0.028,-0.025,0.1078,0.214,0.0381,0.0219,-0.0547,0.0414,0.1425,-0.7537,0.0029,-0.7702,-0.7475,-0.7238,229.8238,3.9728,228.235,229.64,230.91,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,5,3,6,131,5,9,-0.09839,-0.1013,-0.557,0.0,0.0454,-0.2681,0.365,-0.2109,,0.0908,0.028,-0.025,0.1078,0.214,0.0381,0.0219,-0.0547,0.0414,0.1425,-0.7537,0.0029,-0.7702,-0.7475,-0.7238,229.8238,3.9728,228.235,229.64,230.91,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,5,3,6,131,5,10,-0.02317,-0.02254,-0.432,0.0,-0.04251,0.199,-0.2109,0.1462,,0.0908,0.028,-0.025,0.1078,0.214,0.0381,0.0219,-0.0547,0.0414,0.1425,-0.7537,0.0029,-0.7702,-0.7475,-0.7238,229.8238,3.9728,228.235,229.64,230.91,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,5,3,7,136,5,0,-0.9886,-0.9881,1.0,0.0,0.0,0.0,0.0,0.0,,0.09509999999999998,0.029199999999999993,-0.00869999999999999,0.08539999999999996,0.1999000000000002,0.029599999999999994,0.022599999999999985,-0.067,0.0303,0.12049999999999993,-1.0035,0.0096,-1.0979999999999996,-1.0033,-0.9072999999999996,223.15930000000006,1.795299999999999,222.1949999999999,223.18999999999983,224.27249999999998,215.84625000000003,217.82000000000014,220.61999999999995,0.862205,12
20210410_120000,5,3,7,136,5,1,0.05218,0.051,-1.076,0.0,0.1256,-0.09299,0.0454,-0.04251,,0.09509999999999998,0.029199999999999993,-0.00869999999999999,0.08539999999999996,0.1999000000000002,0.029599999999999994,0.022599999999999985,-0.067,0.0303,0.12049999999999993,-1.0035,0.0096,-1.0979999999999996,-1.0033,-0.9072999999999996,223.15930000000006,1.795299999999999,222.1949999999999,223.18999999999983,224.27249999999998,215.84625000000003,217.82000000000014,220.61999999999995,0.862205,12
20210410_120000,5,3,7,136,5,8,-0.08562,-0.08463,-0.6007,0.0,-0.09299,0.3652,-0.2681,0.199,,0.09509999999999998,0.029199999999999993,-0.00869999999999999,0.08539999999999996,0.1999000000000002,0.029599999999999994,0.022599999999999985,-0.067,0.0303,0.12049999999999993,-1.0035,0.0096,-1.0979999999999996,-1.0033,-0.9072999999999996,223.15930000000006,1.795299999999999,222.1949999999999,223.18999999999983,224.27249999999998,215.84625000000003,217.82000000000014,220.61999999999995,0.862205,12
20210410_120000,5,3,7,136,5,9,0.06129,0.0599,-0.557,0.0,0.0454,-0.2681,0.365,-0.2109,,0.09509999999999998,0.029199999999999993,-0.00869999999999999,0.08539999999999996,0.1999000000000002,0.029599999999999994,0.022599999999999985,-0.067,0.0303,0.12049999999999993,-1.0035,0.0096,-1.0979999999999996,-1.0033,-0.9072999999999996,223.15930000000006,1.795299999999999,222.1949999999999,223.18999999999983,224.27249999999998,215.84625000000003,217.82000000000014,220.61999999999995,0.862205,12
20210410_120000,5,3,7,136,5,10,0.01235,0.01305,-0.432,0.0,-0.04251,0.199,-0.2109,0.1462,,0.09509999999999998,0.029199999999999993,-0.00869999999999999,0.08539999999999996,0.1999000000000002,0.029599999999999994,0.022599999999999985,-0.067,0.0303,0.12049999999999993,-1.0035,0.0096,-1.0979999999999996,-1.0033,-0.9072999999999996,223.15930000000006,1.795299999999999,222.1949999999999,223.18999999999983,224.27249999999998,215.84625000000003,217.82000000000014,220.61999999999995,0.862205,12
20210410_120000,5,3,8,246,5,0,-0.2936,-0.2926,1.0,0.0,0.0,0.0,0.0,0.0,,0.112,0.0508,-0.0226,0.1025,0.2754,0.0375,0.0421,-0.1103,0.0411,0.1845,-0.1945,0.0135,-0.2872,-0.2494,-0.1322,220.91,1.2639,220.0625,221.08,221.85,216.4025,218.1425,220.1275,0.862205,12
20210410_120000,5,3,8,246,5,1,0.002469,0.0009491,-1.076,0.0,0.1256,-0.09299,0.0454,-0.04251,,0.112,0.0508,-0.0226,0.1025,0.2754,0.0375,0.0421,-0.1103,0.0411,0.1845,-0.1945,0.0135,-0.2872,-0.2494,-0.1322,220.91,1.2639,220.0625,221.08,221.85,216.4025,218.1425,220.1275,0.862205,12
20210410_120000,5,3,8,246,5,8,-0.02729,-0.02617,-0.6007,0.0,-0.09299,0.3652,-0.2681,0.199,,0.112,0.0508,-0.0226,0.1025,0.2754,0.0375,0.0421,-0.1103,0.0411,0.1845,-0.1945,0.0135,-0.2872,-0.2494,-0.1322,220.91,1.2639,220.0625,221.08,221.85,216.4025,218.1425,220.1275,0.862205,12
20210410_120000,5,3,8,246,5,9,0.03126,0.03009,-0.557,0.0,0.0454,-0.2681,0.365,-0.2109,,0.112,0.0508,-0.0226,0.1025,0.2754,0.0375,0.0421,-0.1103,0.0411,0.1845,-0.1945,0.0135,-0.2872,-0.2494,-0.1322,220.91,1.2639,220.0625,221.08,221.85,216.4025,218.1425,220.1275,0.862205,12
20210410_120000,5,3,8,246,5,10,-0.1932,-0.1936,-0.432,0.0,-0.04251,0.199,-0.2109,0.1462,,0.112,0.0508,-0.0226,0.1025,0.2754,0.0375,0.0421,-0.1103,0.0411,0.1845,-0.1945,0.0135,-0.2872,-0.2494,-0.1322,220.91,1.2639,220.0625,221.08,221.85,216.4025,218.1425,220.1275,0.862205,12
20210410_120000,5,3,9,246,5,0,-0.4614,-0.457,1.0,0.0,0.0,0.0,0.0,0.0,,0.2444,0.0241,0.1449,0.2542,0.3474,0.0918,0.0233,0.0,0.0859,0.1885,-0.5368,0.0116,-0.6073,-0.5206,-0.453,219.3403,0.3638,218.79,219.29,219.8975,216.9525,218.47,219.805,0.862205,12
20210410_120000,5,3,9,246,5,1,0.1737,0.1692,-1.076,0.0,0.1256,-0.09299,0.0454,-0.04251,,0.2444,0.0241,0.1449,0.2542,0.3474,0.0918,0.0233,0.0,0.0859,0.1885,-0.5368,0.0116,-0.6073,-0.5206,-0.453,219.3403,0.3638,218.79,219.29,219.8975,216.9525,218.47,219.805,0.862205,12
20210410_120000,5,3,9,246,5,8,-0.1043,-0.108,-0.6007,0.0,-0.09299,0.3652,-0.2681,0.199,,0.2444,0.0241,0.1449,0.2542,0.3474,0.0918,0.0233,0.0,0.0859,0.1885,-0.5368,0.0116,-0.6073,-0.5206,-0.453,219.3403,0.3638,218.79,219.29,219.8975,216.9525,218.47,219.805,0.862205,12
20210410_120000,5,3,9,246,5,9,-0.03023,-0.03103,-0.557,0.0,0.0454,-0.2681,0.365,-0.2109,,0.2444,0.0241,0.1449,0.2542,0.3474,0.0918,0.0233,0.0,0.0859,0.1885,-0.5368,0.0116,-0.6073,-0.5206,-0.453,219.3403,0.3638,218.79,219.29,219.8975,216.9525,218.47,219.805,0.862205,12
20210410_120000,5,3,9,246,5,10,-0.03212,-0.03486,-0.432,0.0,-0.04251,0.199,-0.2109,0.1462,,0.2444,0.0241,0.1449,0.2542,0.3474,0.0918,0.0233,0.0,0.0859,0.1885,-0.5368,0.0116,-0.6073,-0.5206,-0.453,219.3403,0.3638,218.79,219.29,219.8975,216.9525,218.47,219.805,0.862205,12
20210410_120000,523,73,4,121,4,0,-1.832,-1.836,1.0,0.0,0.0,0.0,0.0,,,-0.0836,0.4503,-0.4917,-0.1046,0.3452,-0.0741,0.4526,-0.4723,-0.1067,0.3583,-2.1104,0.0203,-2.2352,-2.1685,-1.9702,216.8689,0.9318,216.34,216.71,217.5,216.865,218.43,219.76999999999998,0.862205,12
20210410_120000,523,73,4,121,4,8,-0.2765,-0.2783,0.5124,0.0,0.4703,0.64,0.5024,,,-0.0836,0.4503,-0.4917,-0.1046,0.3452,-0.0741,0.4526,-0.4723,-0.1067,0.3583,-2.1104,0.0203,-2.2352,-2.1685,-1.9702,216.8689,0.9318,216.34,216.71,217.5,216.865,218.43,219.76999999999998,0.862205,12
20210410_120000,523,73,4,121,4,9,0.421,0.4195,-0.07717,0.0,0.64,1.159,0.9038,,,-0.0836,0.4503,-0.4917,-0.1046,0.3452,-0.0741,0.4526,-0.4723,-0.1067,0.3583,-2.1104,0.0203,-2.2352,-2.1685,-1.9702,216.8689,0.9318,216.34,216.71,217.5,216.865,218.43,219.76999999999998,0.862205,12
20210410_120000,523,73,4,121,4,10,-0.2101,-0.2135,0.4377,0.0,0.5024,0.9038,0.7354,,,-0.0836,0.4503,-0.4917,-0.1046,0.3452,-0.0741,0.4526,-0.4723,-0.1067,0.3583,-2.1104,0.0203,-2.2352,-2.1685,-1.9702,216.8689,0.9318,216.34,216.71,217.5,216.865,218.43,219.76999999999998,0.862205,12
20210410_120000,523,73,5,121,4,0,-0.07155,-0.0758,1.0,0.0,0.0,0.0,0.0,,,-0.0754,0.3819,-0.4737,-0.0811,0.341,-0.0762,0.3685,-0.4842,-0.1017,0.3394,-0.0633,0.0002,-0.0731,-0.0608,-0.0506,226.5926,6.8229,224.46,227.42,228.69,214.3875,216.19,218.89,0.862205,12
20210410_120000,523,73,5,121,4,8,0.02294,0.02104,0.5124,0.0,0.4703,0.64,0.5024,,,-0.0754,0.3819,-0.4737,-0.0811,0.341,-0.0762,0.3685,-0.4842,-0.1017,0.3394,-0.0633,0.0002,-0.0731,-0.0608,-0.0506,226.5926,6.8229,224.46,227.42,228.69,214.3875,216.19,218.89,0.862205,12
20210410_120000,523,73,5,121,4,9,0.005257,0.007278,-0.07717,0.0,0.64,1.159,0.9038,,,-0.0754,0.3819,-0.4737,-0.0811,0.341,-0.0762,0.3685,-0.4842,-0.1017,0.3394,-0.0633,0.0002,-0.0731,-0.0608,-0.0506,226.5926,6.8229,224.46,227.42,228.69,214.3875,216.19,218.89,0.862205,12
20210410_120000,523,73,5,121,4,10,-0.00987,-0.01003,0.4377,0.0,0.5024,0.9038,0.7354,,,-0.0754,0.3819,-0.4737,-0.0811,0.341,-0.0762,0.3685,-0.4842,-0.1017,0.3394,-0.0633,0.0002,-0.0731,-0.0608,-0.0506,226.5926,6.8229,224.46,227.42,228.69,214.3875,216.19,218.89,0.862205,12
20210410_120000,523,73,6,114,4,0,1.554,1.546,1.0,0.0,0.0,0.0,0.0,,,-0.1438,0.5193,-0.637,-0.1203,0.4498,-0.1671,0.5193,-0.6446,-0.1494,0.4135,1.8551,0.0136,1.8003,1.8628,1.938,236.1088,14.7762,232.8925,237.36,238.9875,218.06,220.48499999999999,224.79749999999999,0.862205,12
20210410_120000,523,73,6,114,4,8,0.2961,0.2884,0.5124,0.0,0.4703,0.64,0.5024,,,-0.1438,0.5193,-0.637,-0.1203,0.4498,-0.1671,0.5193,-0.6446,-0.1494,0.4135,1.8551,0.0136,1.8003,1.8628,1.938,236.1088,14.7762,232.8925,237.36,238.9875,218.06,220.48499999999999,224.79749999999999,0.862205,12
20210410_120000,523,73,6,114,4,9,-0.2626,-0.2647,-0.07717,0.0,0.64,1.159,0.9038,,,-0.1438,0.5193,-0.637,-0.1203,0.4498,-0.1671,0.5193,-0.6446,-0.1494,0.4135,1.8551,0.0136,1.8003,1.8628,1.938,236.1088,14.7762,232.8925,237.36,238.9875,218.06,220.48499999999999,224.79749999999999,0.862205,12
20210410_120000,523,73,6,114,4,10,0.2444,0.2384,0.4377,0.0,0.5024,0.9038,0.7354,,,-0.1438,0.5193,-0.637,-0.1203,0.4498,-0.1671,0.5193,-0.6446,-0.1494,0.4135,1.8551,0.0136,1.8003,1.8628,1.938,236.1088,14.7762,232.8925,237.36,238.9875,218.06,220.48499999999999,224.79749999999999,0.862205,12
20210410_120000,523,73,11,121,6,0,-1.943,-1.933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1603,1.1425,-0.366,0.3267,0.9131,0.1388,1.0311,-0.46,0.1567,0.7794,-3.2691,0.2815,-3.4881,-3.2889,-2.9325,239.0371,20.6564,236.55,238.05,241.12,221.815,225.8825,233.11,0.862205,12
20210410_120000,523,73,11,121,6,1,1.084,1.078,-0.821,0.0,0.1062,-0.04932,0.02177,-0.0004642,0.005425,0.1603,1.1425,-0.366,0.3267,0.9131,0.1388,1.0311,-0.46,0.1567,0.7794,-3.2691,0.2815,-3.4881,-3.2889,-2.9325,239.0371,20.6564,236.55,238.05,241.12,221.815,225.8825,233.11,0.862205,12
20210410_120000,523,73,11,121,6,2,-0.6843,-0.6758,0.7351,0.0,-0.04932,0.02485,0.005174,0.02998,0.02184,0.1603,1.1425,-0.366,0.3267,0.9131,0.1388,1.0311,-0.46,0.1567,0.7794,-3.2691,0.2815,-3.4881,-3.2889,-2.9325,239.0371,20.6564,236.55,238.05,241.12,221.815,225.8825,233.11,0.862205,12
20210410_120000,523,73,11,121,6,8,-0.07793,-0.07273,0.5124,0.0,0.02177,0.005174,0.4703,0.64,0.5024,0.1603,1.1425,-0.366,0.3267,0.9131,0.1388,1.0311,-0.46,0.1567,0.7794,-3.2691,0.2815,-3.4881,-3.2889,-2.9325,239.0371,20.6564,236.55,238.05,241.12,221.815,225.8825,233.11,0.862205,12
20210410_120000,523,73,11,121,6,9,0.4785,0.473,-0.07717,0.0,-0.0004642,0.02998,0.64,1.159,0.9038,0.1603,1.1425,-0.366,0.3267,0.9131,0.1388,1.0311,-0.46,0.1567,0.7794,-3.2691,0.2815,-3.4881,-3.2889,-2.9325,239.0371,20.6564,236.55,238.05,241.12,221.815,225.8825,233.11,0.862205,12
20210410_120000,523,73,11,121,6,10,-0.1469,-0.1459,0.4377,0.0,0.005425,0.02184,0.5024,0.9038,0.7354,0.1603,1.1425,-0.366,0.3267,0.9131,0.1388,1.0311,-0.46,0.1567,0.7794,-3.2691,0.2815,-3.4881,-3.2889,-2.9325,239.0371,20.6564,236.55,238.05,241.12,221.815,225.8825,233.11,0.862205,12
20210410_120000,523,73,12,114,6,0,-1.82,-1.813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.851,-0.351,0.1819,0.6994,0.0681,0.8277,-0.4791,0.1384,0.6091,-3.1115,0.2858,-3.3545,-3.1273,-2.7776,244.6216,17.8084,242.1375,243.655,246.13,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,523,73,12,114,6,1,1.05,1.046,-0.821,0.0,0.1062,-0.04932,0.02177,-0.0004642,0.005425,0.093,0.851,-0.351,0.1819,0.6994,0.0681,0.8277,-0.4791,0.1384,0.6091,-3.1115,0.2858,-3.3545,-3.1273,-2.7776,244.6216,17.8084,242.1375,243.655,246.13,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,523,73,12,114,6,2,-0.6604,-0.6549,0.7351,0.0,-0.04932,0.02485,0.005174,0.02998,0.02184,0.093,0.851,-0.351,0.1819,0.6994,0.0681,0.8277,-0.4791,0.1384,0.6091,-3.1115,0.2858,-3.3545,-3.1273,-2.7776,244.6216,17.8084,242.1375,243.655,246.13,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,523,73,12,114,6,8,-0.06885,-0.06726,0.5124,0.0,0.02177,0.005174,0.4703,0.64,0.5024,0.093,0.851,-0.351,0.1819,0.6994,0.0681,0.8277,-0.4791,0.1384,0.6091,-3.1115,0.2858,-3.3545,-3.1273,-2.7776,244.6216,17.8084,242.1375,243.655,246.13,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,523,73,12,114,6,9,0.474,0.4655,-0.07717,0.0,-0.0004642,0.02998,0.64,1.159,0.9038,0.093,0.851,-0.351,0.1819,0.6994,0.0681,0.8277,-0.4791,0.1384,0.6091,-3.1115,0.2858,-3.3545,-3.1273,-2.7776,244.6216,17.8084,242.1375,243.655,246.13,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,523,73,12,114,6,10,-0.1389,-0.1419,0.4377,0.0,0.005425,0.02184,0.5024,0.9038,0.7354,0.093,0.851,-0.351,0.1819,0.6994,0.0681,0.8277,-0.4791,0.1384,0.6091,-3.1115,0.2858,-3.3545,-3.1273,-2.7776,244.6216,17.8084,242.1375,243.655,246.13,228.04125,234.02249999999998,240.7975,0.862205,12
20210410_120000,523,73,13,114,6,0,-1.048,-1.033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.6448,-0.2856,0.2213,0.8214,0.2157,0.6422,-0.3389,0.2731,0.7285,-1.7329,0.1594,-1.9697,-1.7575,-1.4781,252.1428,12.9522,249.7775,251.55,254.3075,241.79625,247.70999999999998,252.55875,0.862205,12
20210410_120000,523,73,13,114,6,1,0.5641,0.5559,-0.821,0.0,0.1062,-0.04932,0.02177,-0.0004642,0.005425,0.216,0.6448,-0.2856,0.2213,0.8214,0.2157,0.6422,-0.3389,0.2731,0.7285,-1.7329,0.1594,-1.9697,-1.7575,-1.4781,252.1428,12.9522,249.7775,251.55,254.3075,241.79625,247.70999999999998,252.55875,0.862205,12
20210410_120000,523,73,13,114,6,2,-0.3549,-0.3425,0.7351,0.0,-0.04932,0.02485,0.005174,0.02998,0.02184,0.216,0.6448,-0.2856,0.2213,0.8214,0.2157,0.6422,-0.3389,0.2731,0.7285,-1.7329,0.1594,-1.9697,-1.7575,-1.4781,252.1428,12.9522,249.7775,251.55,254.3075,241.79625,247.70999999999998,252.55875,0.862205,12
20210410_120000,523,73,13,114,6,8,-0.03883,-0.02783,0.5124,0.0,0.02177,0.005174,0.4703,0.64,0.5024,0.216,0.6448,-0.2856,0.2213,0.8214,0.2157,0.6422,-0.3389,0.2731,0.7285,-1.7329,0.1594,-1.9697,-1.7575,-1.4781,252.1428,12.9522,249.7775,251.55,254.3075,241.79625,247.70999999999998,252.55875,0.862205,12
20210410_120000,523,73,13,114,6,9,0.3588,0.3603,-0.07717,0.0,-0.0004642,0.02998,0.64,1.159,0.9038,0.216,0.6448,-0.2856,0.2213,0.8214,0.2157,0.6422,-0.3389,0.2731,0.7285,-1.7329,0.1594,-1.9697,-1.7575,-1.4781,252.1428,12.9522,249.7775,251.55,254.3075,241.79625,247.70999999999998,252.55875,0.862205,12
